id_study	system	strata	habitat	cat	tax_resp_class	l.n.c	l.p.c	l.int.c	Date_entry	author	pubyear	citation	publication	pubvol	pages	hab_descrip	location	latitud	longitud	elev	n_avail	n_total	p_avail	p_total	c_total	pH	light	temp	precip	npp	npp_typ	ab	ab_unit	study_typ	cons_man	HA	fert	fdchlg_man	num_nut_tmnt	num_nut	duration	fert_area	cons_area	vol	fert_unit	p_rate	n_rate	meta_source	note_study
JTN022	TERRESTRIAL	ABOVEGROUND	TUNDRA	TUNDRA	BIOMASS	0.485507816	0.09129142	1.016934258	NA	Bowman&&	1993	Ecology 74: 2085-2097	Ecology	74	2085-2097	NA	Niwot Ridge LTER- Colorado	40.3	-105	3510	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FIELD	NONE	NA	1	1	1	1	457	0.04	NA	NA	g/m2/yr	25	25	NA	dry alpine meadows
JTN023	TERRESTRIAL	ABOVEGROUND	TUNDRA	TUNDRA	BIOMASS	NA	NA	0.453867201	NA	Bret-Harte&&	2004	J Ecol 92: 635-647	J Ecol	92	635-647	NA	NA	68	-149	760	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FIELD	NONE	NA	1	1	1	1	730	0.5625	NA	NA	g/m2/yr	5	10	NA	NA
JTN025	TERRESTRIAL	ABOVEGROUND	TUNDRA	TUNDRA	BIOMASS	0	0.117783036	0.318453731	NA	Gordon&&	2001	New Phytologist 149: 461-471	New Phytol	149	461-471	NA	NA	78	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FIELD	NONE	NA	1	1	1	3	2920	0.04	NA	NA	kg/ha/yr	5	50	NA	Dryas octopetala sites
JTN026	FRESHWATER	OTHER	STREAM	STREAM	BIOMASS	NA	2.367123614	NA	NA	Slavik&&	2004	Ecology 85: 939-954	Ecology	85	939-954	NA	NA	68	-149	NA	NA	NA	0.05	NA	NA	NA	NA	10.5	3375	22	NA	NA	NA	FIELD	NONE	NA	1	1	1	1	5475	NA	NA	NA	microM	0.3	0	NA	1998
JTN027	TERRESTRIAL	ABOVEGROUND	HERBACEOUS	HERBACEOUS	BIOMASS	-0.084709783	0.074197731	-0.197372908	NA	Hartley&Mitchell	2005	J Ecol 93: 990-1004 & unpublished	J Ecol	93	990-1004	moor	Scotland	56	3	500	NA	NA	NA	NA	NA	NA	NA	NA	890	NA	NA	NA	NA	FIELD	EXCLOSURE	3	1	2	2	3	2190	1	15	NA	kg/ha/yr	12.5	75	NA	data also include unpublished data provided by author Sue Hartley and entered by EEC 4-20-2007
JTN028	TERRESTRIAL	ABOVEGROUND	TUNDRA	TUNDRA	BIOPROD	NA	NA	0.575364145	NA	Mack&&	2004	Nature 431: 440-443	Nature	431	440-443	NA	Toolik Lake- Alaska	68.6	-149.5	NA	NA	NA	NA	NA	NA	NA	NA	9.3	180	NA	NA	NA	NA	FIELD	NONE	NA	1	1	1	2	6935	0.04	NA	NA	g/m2/yr	5	10	NA	NA
JTN029	TERRESTRIAL	ABOVEGROUND	TUNDRA	TUNDRA	BIOMASS	NA	NA	0.015463898	NA	Pietikainen&&	2005	J Veg Sci 19: 175-182	J Veg Sci	19	175-182	NA	NA	69	20	610	NA	NA	NA	NA	NA	NA	NA	9	81	NA	NA	NA	NA	FIELD	EXCLOSURE	NA	1	1	1	3	43	1	NA	NA	g/m2/yr	2	8	NA	NA
JTN030	TERRESTRIAL	ABOVEGROUND	TUNDRA	TUNDRA	BIOMASS	NA	NA	0.106333593	NA	Grellmann	2002	Oikos 98: 190-204 + unpublished	Oikos	98	190-204	NA	NA	69	23	250	NA	10.72142857	NA	0.290322581	NA	NA	NA	NA	364	NA	NA	NA	NA	FIELD	EXCLOSURE	2	1	2	NA	NA	1460	0.0625	0.96	NA	g/m2/yr	2.4	5.48	NA	4 year experiment but fert only in 1991 excl in 1992 ; unpublished data obtained from Grellman 1/2007 and entered by HLH and DSG as standing crops not relative differences
JTN032	TERRESTRIAL	ABOVEGROUND	WETLAND	WETLAND	BIOMASS	1.016303114	0.240858537	1.548195439	NA	Sundareshwar&&	2003	Science 299: 563-565	Science	299	563-565	saltmarsh	South Carolina	32	-79	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FIELD	NONE	NA	1	1	2	2	NA	0.0625	NA	NA	g/m2/yr	465	420	NA	NA
JTN037	FRESHWATER	BENTHIC	LAKE	LAKE BENTHIC	BIOMASS	0.687282061	1.818684173	4.303748938	NA	Fairchild&&	1985	Ecology 66: 465-472	Ecology	66	465-472	NA	New Hampshire- USA	44	-84	NA	2.46	NA	0.06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FIELD	NONE	NA	1	1	2	2	51	NA	NA	NA	M	0.5	0.5	Bothwell 1996	NA
JTN042	FRESHWATER	BENTHIC	STREAM	STREAM	BIOMASS	0.45946851	NA	NA	NA	Peterson&Grimm	1992	J N Am Benthol Soc 11: 20-36	J N Am Benth Soc	11	20-36	NA	Arizona- USA	34	-111	700	NA	NA	NA	NA	NA	NA	NA	20	NA	NA	NA	NA	NA	FIELD	REMOVAL	3	1	2	1	1	89	NA	NA	NA	M	0	0.05	Bothwell 1996	run-  insecticide removal
JTN044	TERRESTRIAL	ABOVEGROUND	WETLAND	WETLAND	BIOMASS	-0.880358723	-0.217064505	0.27541198	NA	Verhoeven&Schmitz	1991	Biogeochemistry 12: 135-148	Biogeochemistry	12	135-148	NA	Vechtplasses- The Netherlands	52.9	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FIELD	NONE	NA	1	1	3	3	153	0.25	NA	NA	g/m2/yr	5	20	NA	late successional stage
JTN045	TERRESTRIAL	ABOVEGROUND	WETLAND	WETLAND	BIOMASS	0.316799471	-0.065751378	0.587786665	NA	vanWijnen&Bakker	1999	J Ecol 87: 265-272	J Ecol	87	265-272	saltmarsh	NA	53	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FIELD	EXCLOSURE	NA	1	1	2	2	853	0.25	NA	NA	g/m2/yr	10	25	NA	old marsh site
JTN047	TERRESTRIAL	ABOVEGROUND	FOREST	WOODY	BIORATE	0.7282385	0	0.916290732	NA	Vitousek&&	1993	Biogeochemistry 23: 197-215	Biogeochemistry	23	197-215	NA	NA	19	-155	1200	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FIELD	NONE	NA	1	1	3	5	730	225	NA	NA	g/m2/yr	20	40	NA	intermediate site
JTN048	TERRESTRIAL	ABOVEGROUND	FOREST	WOODY	BIORATE	0.262364264	NA	NA	NA	Vitousek&&	1993	Biogeochemistry 23: 197-215	Biogeochemistry	23	197-215	NA	NA	19	-155	1200	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FIELD	NONE	NA	1	1	1	4	730	201	NA	NA	g/m2/yr	0	40	NA	old site
JTN049	TERRESTRIAL	ABOVEGROUND	WETLAND	WETLAND	BIOMASS	0.092883632	0.550927723	0.655490988	NA	Ngai&Jefferies	2004	J Ecol 92: 1001-1010	J Ecol	92	1001-1010	NA	NA	58	-94	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FIELD	EXCLOSURE	NA	1	1	2	2	50	0.04	NA	NA	g/m2/yr	24	34	NA	freshwater marsh
JTN050	TERRESTRIAL	ABOVEGROUND	TUNDRA	TUNDRA	BIOMASS	0.35634044	0.308369612	0.607654868	NA	Bowman&&	1993	Ecology 74: 2085-2097	Ecology	74	2085-2097	NA	Niwot Ridge LTER- Colorado	42.2	-105	3510	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FIELD	NONE	NA	1	1	2	2	457	0.04	NA	NA	g/m2/yr	25	25	NA	wet alpine meadows
JTN051	TERRESTRIAL	ABOVEGROUND	TUNDRA	TUNDRA	BIOMASS	0	0.269332934	0.167054085	NA	Gordon&&	2001	New Phytologist 149: 461-471	New Phytol	149	461-471	NA	NA	78	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FIELD	NONE	NA	1	1	2	3	2920	0.04	NA	NA	g/m2/yr	0.5	5	NA	Salix polaris sites
JTN052	TERRESTRIAL	ABOVEGROUND	TUNDRA	TUNDRA	BIOMASS	-0.15415068	0.133531393	0.194156014	NA	Gordon&&	2001	New Phytologist 149: 461-471	New Phytol	149	461-471	NA	NA	78	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FIELD	NONE	NA	1	1	2	3	2920	0.04	NA	NA	g/m2/yr	0.5	5	NA	Cassiope tetragona sites
JTN054	FRESHWATER	BENTHIC	STREAM	STREAM	BIOMASS	-0.060439002	NA	NA	NA	Peterson&Grimm	1992	J N Am Benthol Soc 11: 20-36	J N Am Benth Soc	11	20-36	NA	Arizona- USA	34	NA	700	NA	NA	NA	NA	NA	NA	NA	20	NA	NA	NA	NA	NA	FIELD	REMOVAL	3	1	2	1	1	89	NA	NA	NA	M	0	0.05	Bothwell 1996	riffle ; insecticide removal
JTN055	TERRESTRIAL	ABOVEGROUND	WETLAND	WETLAND	BIOMASS	0.09531018	0.114603383	0.09531018	NA	Kiehl&&	1997	Oecologia 111:325-330	Oecologia	111	325-330	saltmarsh	NA	54	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FIELD	EXCLOSURE	NA	1	1	3	3	365	0.125	NA	NA	g/m2/yr	8	25	NA	high marsh
JTN056	TERRESTRIAL	ABOVEGROUND	WETLAND	WETLAND	BIOPROD	NA	NA	0.858020637	NA	Rejmankova	2001	Plant and Soil 236:33-53	Plant and Soil	236	33-53	NA	NA	20	36	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FIELD	NONE	NA	1	1	1	2	365	0.04	NA	NA	g/m2	4.6	1.8	NA	marl
JTN063	TERRESTRIAL	ABOVEGROUND	FOREST	WOODY	BIORATE	0.222318996	NA	NA	NA	Tripler&&	2002	Oecologia 133:517-524	Oecologia	133	517-524	NA	NA	42	-73.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FIELD	NONE	NA	1	1	1	1	730	0.785	NA	NA	g/m2	0	13.2	NA	low light (<10% full sun)
JTN064	TERRESTRIAL	ABOVEGROUND	FOREST	WOODY	BIORATE	0.300601919	NA	NA	NA	Tripler&&	2002	Oecologia 133:517-524	Oecologia	133	517-524	NA	NA	42	-73.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FIELD	NONE	NA	1	1	1	1	730	0.785	NA	NA	g/m2	0	13.2	NA	high light (>50% full sun)
JTN075	TERRESTRIAL	ABOVEGROUND	TUNDRA	TUNDRA	BIOMASS	NA	NA	0.934955162	NA	Shaver&&	2001	Ecology 82:3163-3181	Ecology	82	3163-3181	NA	NA	68.38	-149.34	760	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FIELD	NONE	NA	1	1	1	2	5475	0.04	NA	NA	g/m2/yr	5	10	NA	NA
JTN076	TERRESTRIAL	ABOVEGROUND	WETLAND	WETLAND	BIOMASS	0.102681819	0.165046674	0.716523798	NA	Gusewell&&	2002	J Veg Sci 13: 705-718	J Veg Sci	13	705-718	NA	Vechtplassen-  The Netherlands	52.9	5	NA	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	FIELD	NONE	NA	1	1	2	3	730	0.16	NA	NA	g/m2/yr	5	20	NA	only results with both years fert are recorded
JTN079	TERRESTRIAL	ABOVEGROUND	WETLAND	WETLAND	BIOMASS	0.024097509	0.320668038	9.37E-09	NA	VanderHoek&&	2004	J Veg Sci 15: 389-396	J Veg Sci	15	389-396	NA	NA	52.01	5.36	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FIELD	NONE	NA	1	1	2	2	1460	0.04	NA	NA	g/m2/yr	4	20	NA	central reserve site
JTN080	TERRESTRIAL	ABOVEGROUND	WETLAND	WETLAND	BIOMASS	0.219963622	-0.048790092	-0.024097514	NA	VanderHoek&&	2004	J Veg Sci 15: 389-396	J Veg Sci	15	389-396	NA	NA	52.01	5.36	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FIELD	NONE	NA	1	1	2	2	1460	0.04	NA	NA	g/m2/yr	4	20	NA	marginal reserve site
JTN081	TERRESTRIAL	ABOVEGROUND	WETLAND	WETLAND	BIOMASS	0.239808355	0.385895354	0.830410894	NA	Gusewell&&	2003	Ecological Applications 13: 372-384	Ecological Applications	13	372-384	NA	Utrecht-  The Netherlands	52.9	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FIELD	NONE	NA	1	1	2	3	345	0.16	NA	NA	g/m2/yr	5	20	NA	fen site - T1
JTN082	TERRESTRIAL	ABOVEGROUND	WETLAND	WETLAND	BIOMASS	0.468552212	0.199493881	0.807652766	NA	Gusewell&&	2003	Ecological Applications 13: 372-384	Ecological Applications	13	372-384	NA	Utrecht-  The Netherlands	52.9	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FIELD	NONE	NA	1	1	2	3	345	0.16	NA	NA	g/m2/yr	5	20	NA	fen site - T2
JTN083	TERRESTRIAL	ABOVEGROUND	WETLAND	WETLAND	BIOMASS	-0.087144825	0.058199452	0.241647289	NA	Gusewell&&	2003	Ecological Applications 13: 372-384	Ecological Applications	13	372-384	NA	Utrecht-  The Netherlands	52.9	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FIELD	NONE	NA	1	1	2	3	345	0.16	NA	NA	g/m2/yr	5	20	NA	fen site - W1
JTN084	TERRESTRIAL	ABOVEGROUND	WETLAND	WETLAND	BIOMASS	-0.149534901	0.169991493	0.384805594	NA	Gusewell&&	2003	Ecological Applications 13: 372-384	Ecological Applications	13	372-384	NA	Utrecht-  The Netherlands	52.9	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FIELD	NONE	NA	1	1	2	3	345	0.16	NA	NA	g/m2/yr	5	20	NA	fen site - W2
JTN085	TERRESTRIAL	ABOVEGROUND	WETLAND	WETLAND	BIOMASS	-0.17637952	0.086095964	0.453377198	NA	Gusewell&&	2003	Ecological Applications 13: 372-384	Ecological Applications	13	372-384	NA	Utrecht-  The Netherlands	52.9	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FIELD	NONE	NA	1	1	2	3	345	0.16	NA	NA	g/m2/yr	5	20	NA	fen site - W3
JTN086	TERRESTRIAL	ABOVEGROUND	WETLAND	WETLAND	BIOMASS	0.252612844	0.28672359	0.870277251	NA	Gusewell&&	2003	Ecological Applications 13: 372-384	Ecological Applications	13	372-384	NA	Utrecht-  The Netherlands	52.9	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FIELD	NONE	NA	1	1	2	3	345	0.16	NA	NA	g/m2/yr	5	20	NA	fen site - W4
JTN087	TERRESTRIAL	ABOVEGROUND	WETLAND	WETLAND	BIOMASS	0.347718436	0.089033328	0.54235393	NA	Gusewell&&	2003	Ecological Applications 13: 372-384	Ecological Applications	13	372-384	NA	Utrecht-  The Netherlands	52.9	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FIELD	NONE	NA	1	1	2	21	133	0.16	NA	NA	g/m2/yr	5	20	NA	dune slack site - S1
JTN088	TERRESTRIAL	ABOVEGROUND	WETLAND	WETLAND	BIOMASS	0.667336794	-0.423107701	1.059377408	NA	Gusewell&&	2003	Ecological Applications 13: 372-384	Ecological Applications	13	372-384	NA	Utrecht-  The Netherlands	52.9	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FIELD	NONE	NA	1	1	2	21	133	0.16	NA	NA	g/m2/yr	5	20	NA	dune slack site - S2
JTN089	TERRESTRIAL	ABOVEGROUND	WETLAND	WETLAND	BIOMASS	0.552576672	0.013472965	0.7845929	NA	Gusewell&&	2003	Ecological Applications 13: 372-384	Ecological Applications	13	372-384	NA	Utrecht-  The Netherlands	52.9	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FIELD	NONE	NA	1	1	2	21	133	0.16	NA	NA	g/m2/yr	5	20	NA	dune slack site - V1
JTN090	TERRESTRIAL	ABOVEGROUND	WETLAND	WETLAND	BIOMASS	0.841600793	-0.008279324	0.929226894	NA	Gusewell&&	2003	Ecological Applications 13: 372-384	Ecological Applications	13	372-384	NA	Utrecht-  The Netherlands	52.9	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FIELD	NONE	NA	1	1	2	21	133	0.16	NA	NA	g/m2/yr	5	20	NA	dune slack site - V2
JTN091	TERRESTRIAL	ABOVEGROUND	WETLAND	WETLAND	BIOMASS	0.338899543	0.164110589	0.590582152	NA	Gusewell&&	2003	Ecological Applications 13: 372-384	Ecological Applications	13	372-384	NA	Utrecht-  The Netherlands	52.9	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FIELD	NONE	NA	1	1	2	21	133	0.16	NA	NA	g/m2/yr	5	20	NA	dune slack site - V3
JTN092	TERRESTRIAL	ABOVEGROUND	TUNDRA	TUNDRA	BIOMASS	NA	NA	-0.033998051	NA	Hobbie&&	2005	J Ecol 93: 770-782	J Ecol	93	770-782	NA	NA	68.38	-149.43	760	NA	NA	NA	NA	NA	3.5	NA	NA	NA	NA	NA	NA	NA	FIELD	NONE	NA	1	1	1	2	1825	1	NA	NA	g/m2/yr	5	10	NA	acidic site
JTN093	TERRESTRIAL	ABOVEGROUND	TUNDRA	TUNDRA	BIOMASS	NA	NA	-0.034167014	NA	Hobbie&&	2005	J Ecol 93: 770-782	J Ecol	93	770-782	NA	NA	68.38	-149.43	760	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FIELD	NONE	NA	1	1	1	2	1460	1	NA	NA	g/m2/yr	5	10	NA	non-acidic site
JTN102	TERRESTRIAL	ABOVEGROUND	HERBACEOUS	HERBACEOUS	BIOMASS	NA	NA	-0.142940266	20061104	Ganade&Browm	1997	Oecologia 109:374-381	Oecologia	109	374-381	early-successional grassland	Silwood Park- UK	51.3	0.53	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FIELD	REMOVAL	1	1	2	1	NA	196	NA	6.25	NA	NA	NA	NA	NA	insecticide
JTN103	TERRESTRIAL	ABOVEGROUND	HERBACEOUS	HERBACEOUS	BIOMASS	NA	NA	-0.346307865	20061104	Ganade&Browm	1997	Oecologia 109:374-381	Oecologia	109	374-381	early-successional grassland	Silwood Park- UK	51.3	0.53	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FIELD	REMOVAL	1	1	2	1	NA	196	NA	6.25	NA	NA	NA	NA	NA	insecticide
JTN104	TERRESTRIAL	ABOVEGROUND	FOREST	WOODY	BIOMASS	-0.24260004	-0.134292932	-0.106875974	20061104	Fox&Morrow	1992	Oecologia 89: 214-222	Oecologia	89	214-222	subalpine woodland	Kosciusko National Park- New South Wales- Australia	-36	148	1500	NA	NA	NA	NA	NA	NA	NA	18	NA	NA	NA	NA	NA	FIELD	REMOVAL	1	1	2	2	21	1095	NA	NA	NA	g/plant/yr	NA	NA	NA	insecticide
MEB002	MARINE	BENTHIC	COASTAL SOFT BOTTOM	BENTH SOFT	BIOMASS	NA	NA	-2.318458442	20060320	McGlathery	1995	Mar Ecol Prog Ser 122:239-252	Mar Ecol Prog Ser	122	239-252	seagrass meadow	NA	32	-64	-2	3	NA	0.05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FIELD	ENCLOSURE	2	1	2	1	NA	70	0.8	0.8	0.4	NA	NA	NA	Hughes et al seagrass analysis	Eutrophic area; nutr @ sediment-water interface
MEB003	MARINE	BENTHIC	COASTAL SOFT BOTTOM	BENTH SOFT	BIOMASS	NA	NA	0.483796951	20060320	McGlathery	1995	Mar Ecol Prog Ser 122:239-252	Mar Ecol Prog Ser	122	239-252	seagrass meadow	NA	32	-64	-2	1.5	NA	0.05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FIELD	ENCLOSURE	2	1	2	1	NA	70	0.8	0.8	0.4	NA	NA	NA	Hughes et al seagrass analysis	Mesotrophic area; nutr @ sediment-water interface
MEB004	MARINE	BENTHIC	COASTAL SOFT BOTTOM	BENTH SOFT	BIOMASS	NA	NA	-0.105360516	20060320	Terrados&&	1999	Aquatic Botany 65:123-139	Aquatic Botany	65	123-139	seagrass meadow	NA	10	125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FIELD	NONE	NA	1	1	1	NA	98	NA	NA	NA	g/m2	93	213	Hughes et al seagrass analysis	nutr in sediment - favors seagrass
MEB005	MARINE	BENTHIC	COASTAL SOFT BOTTOM	BENTH SOFT	BIOMASS	NA	NA	0.278340435	20060327	Terrados&&	1999	Aquatic Botany 65:123-139	Aquatic Botany	65	123-139	seagrass meadow	NA	10	125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FIELD	NONE	NA	1	1	1	NA	98	NA	NA	NA	g/m2	93	213	Hughes et al seagrass analysis	nutr in sediment - favors seagrass
MEB006	MARINE	BENTHIC	COASTAL SOFT BOTTOM	BENTH SOFT	BIOMASS	NA	NA	0.214791942	20060327	Terrados&&	1999	Aquatic Botany 65:123-139	Aquatic Botany	65	123-139	seagrass meadow	NA	10	125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FIELD	NONE	NA	1	1	1	NA	98	NA	NA	NA	g/m2	93	213	Hughes et al seagrass analysis	nutr in sediment - favors seagrass
MEB007	MARINE	BENTHIC	COASTAL SOFT BOTTOM	BENTH SOFT	BIOMASS	NA	NA	0.296810767	20060327	Terrados&&	1999	Aquatic Botany 65:123-139	Aquatic Botany	65	123-139	seagrass meadow	NA	10	125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FIELD	NONE	NA	1	1	1	NA	98	NA	NA	NA	g/m2	93	213	Hughes et al seagrass analysis	nutr in sediment - favors seagrass
MEB008	MARINE	BENTHIC	COASTAL SOFT BOTTOM	BENTH SOFT	BIOMASS	NA	NA	0.09737033	20060327	Terrados&&	1999	Aquatic Botany 65:123-139	Aquatic Botany	65	123-139	seagrass meadow	NA	10	125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FIELD	NONE	NA	1	1	1	NA	98	NA	NA	NA	g/m2	93	213	Hughes et al seagrass analysis	nutr in sediment - favors seagrass
MEB009	MARINE	BENTHIC	COASTAL SOFT BOTTOM	BENTH SOFT	BIOMASS	NA	NA	0.219020931	20060327	Terrados&&	1999	Aquatic Botany 65:123-139	Aquatic Botany	65	123-139	seagrass meadow	NA	10	125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FIELD	NONE	NA	1	1	1	NA	98	NA	NA	NA	g/m2	93	213	Hughes et al seagrass analysis	nutr in sediment - favors seagrass
MEB010	MARINE	BENTHIC	COASTAL SOFT BOTTOM	BENTH SOFT	BIOMASS	NA	NA	0.939488948	20060327	Terrados&&	1999	Aquatic Botany 65:123-139	Aquatic Botany	65	123-139	seagrass meadow	NA	10	125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FIELD	NONE	NA	1	1	1	NA	98	NA	NA	NA	g/m2	93	213	Hughes et al seagrass analysis	nutr in sediment - favors seagrass
MEB011	MARINE	BENTHIC	COASTAL SOFT BOTTOM	BENTH SOFT	BIOMASS	NA	NA	0.09042385	20060327	Terrados&&	1999	Aquatic Botany 65:123-139	Aquatic Botany	65	123-139	seagrass meadow	NA	10	125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FIELD	NONE	NA	1	1	1	NA	98	NA	NA	NA	g/m2	93	213	Hughes et al seagrass analysis	nutr in sediment - favors seagrass
MEB012	MARINE	BENTHIC	COASTAL SOFT BOTTOM	BENTH SOFT	BIOMASS	NA	NA	0.419596103	20060327	Terrados&&	1999	Aquatic Botany 65:123-139	Aquatic Botany	65	123-139	seagrass meadow	NA	10	125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FIELD	NONE	NA	1	1	1	NA	98	NA	NA	NA	g/m2	93	213	Hughes et al seagrass analysis	nutr in sediment - favors seagrass
MEB013	MARINE	BENTHIC	COASTAL SOFT BOTTOM	BENTH SOFT	BIOMASS	NA	NA	0.436419716	20060327	Terrados&&	1999	Aquatic Botany 65:123-139	Aquatic Botany	65	123-139	seagrass meadow	NA	10	125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FIELD	NONE	NA	1	1	1	NA	98	NA	NA	NA	g/m2	93	213	Hughes et al seagrass analysis	nutr in sediment - favors seagrass
MEB014	MARINE	BENTHIC	COASTAL SOFT BOTTOM	BENTH SOFT	BIOMASS	NA	NA	0.204794413	20060327	Terrados&&	1999	Aquatic Botany 65:123-139	Aquatic Botany	65	123-139	seagrass meadow	NA	10	125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FIELD	NONE	NA	1	1	1	NA	98	NA	NA	NA	g/m2	93	213	Hughes et al seagrass analysis	nutr in sediment - favors seagrass
MEB015	MARINE	BENTHIC	COASTAL SOFT BOTTOM	BENTH SOFT	BIOMASS	NA	NA	0.306762575	20060327	Terrados&&	1999	Aquatic Botany 65:123-139	Aquatic Botany	65	123-139	seagrass meadow	NA	10	125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FIELD	NONE	NA	1	1	1	NA	98	NA	NA	NA	g/m2	93	213	Hughes et al seagrass analysis	nutr in sediment - favors seagrass
MEB017	MARINE	BENTHIC	COASTAL SOFT BOTTOM	BENTH SOFT	BIOMASS	NA	NA	0.471686813	20060321	Agawin&&	1996	Mar Ecol Prog Ser 138:233-243	Mar Ecol Prog Ser	138	233-243	seagrass meadow	NA	15	120	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FIELD	NONE	NA	1	1	1	NA	120	NA	NA	NA	NA	NA	NA	Hughes et al seagrass analysis	nutr in sediment - favors seagrass
MEB018	MARINE	BENTHIC	COASTAL SOFT BOTTOM	BENTH SOFT	BIOMASS	NA	NA	0.759997292	20060327	Agawin&&	1996	Mar Ecol Prog Ser 138:233-243	Mar Ecol Prog Ser	138	233-243	seagrass meadow	NA	15	120	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FIELD	NONE	NA	1	1	1	NA	120	NA	NA	NA	NA	NA	NA	Hughes et al seagrass analysis	nutr in sediment - favors seagrass
MEB019	MARINE	BENTHIC	COASTAL SOFT BOTTOM	BENTH SOFT	BIOMASS	NA	NA	0.634372364	20060327	Agawin&&	1996	Mar Ecol Prog Ser 138:233-243	Mar Ecol Prog Ser	138	233-243	seagrass meadow	NA	15	120	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FIELD	NONE	NA	1	1	1	NA	120	NA	NA	NA	NA	NA	NA	Hughes et al seagrass analysis	nutr in sediment - favors seagrass
