ID_response,ID_study,tax_man,fd_ch_trt,tax_man_pres,tax_man_cnt,tax_man_cnt_unit,tax_man_biom,tax_man_biom_unit,tax_man_div,tax_man_div_unit,tax_resp,tax_resp_mn,tax_resp_sd,tax_resp_reps,tax_resp_cat,tax_resp_typ,tax_resp_unit,repeat_meas,n_add,p_add,other1_add,other2_add,lightman,n_rate,p_rate,other_rate,other2_rate,light_rate,other1_typ,other2_typ,elements,fert_unit,Source,note_resp
8014,JES057,.,1,.,.,.,.,.,.,.,phytoplankton,10.88,10.9,4,biomass,biomass,g 100 L-1,.,1,1,.,.,.,1.214285714,0.080723281,.,.,.,.,.,NO P,microM/d,Table 3,N and P enrichment in experimental mesocosms; no factorial but many different concentraitons and atomic ratios of N and P and a control; summer
8015,JES057,.,1,.,.,.,.,.,.,.,phytoplankton,19.97,29.74,4,biomass,biomass,g 100 L-1,.,1,1,.,.,.,4.857142857,0.322893122,.,.,.,.,.,NO P,microM/d,Table 3,N and P enrichment in experimental mesocosms; no factorial but many different concentraitons and atomic ratios of N and P and a control; summer
8016,JES057,.,1,.,.,.,.,.,.,.,phytoplankton,59.83,85.54,4,biomass,biomass,g 100 L-1,.,1,1,.,.,.,19.28571429,1.29157249,.,.,.,.,.,NO P,microM/d,Table 3,N and P enrichment in experimental mesocosms; no factorial but many different concentraitons and atomic ratios of N and P and a control; summer
8017,JES057,.,1,.,.,.,.,.,.,.,phytoplankton,16.04,11.8,4,biomass,biomass,g 100 L-1,.,1,1,.,.,.,77.14285714,5.166289958,.,.,.,.,.,NO P,microM/d,Table 3,N and P enrichment in experimental mesocosms; no factorial but many different concentraitons and atomic ratios of N and P and a control; summer
8018,JES057,.,1,.,.,.,.,.,.,.,phytoplankton,11.09,10.04,4,biomass,biomass,g 100 L-1,.,1,1,.,.,.,2.428571429,0.080723281,.,.,.,.,.,NO P,microM/d,Table 3,N and P enrichment in experimental mesocosms; no factorial but many different concentraitons and atomic ratios of N and P and a control; summer
8019,JES057,.,1,.,.,.,.,.,.,.,phytoplankton,41.12,46.72,4,biomass,biomass,g 100 L-1,.,1,1,.,.,.,9.714285714,0.322893122,.,.,.,.,.,NO P,microM/d,Table 3,N and P enrichment in experimental mesocosms; no factorial but many different concentraitons and atomic ratios of N and P and a control; summer
8020,JES057,.,1,.,.,.,.,.,.,.,phytoplankton,115.03,52.14,4,biomass,biomass,g 100 L-1,.,1,1,.,.,.,38.57142857,1.29157249,.,.,.,.,.,NO P,microM/d,Table 3,N and P enrichment in experimental mesocosms; no factorial but many different concentraitons and atomic ratios of N and P and a control; summer
8021,JES057,.,1,.,.,.,.,.,.,.,phytoplankton,3.75,1.34,4,biomass,biomass,g 100 L-1,.,1,1,.,.,.,155,5.166289958,.,.,.,.,.,NO P,microM/d,Table 3,N and P enrichment in experimental mesocosms; no factorial but many different concentraitons and atomic ratios of N and P and a control; summer
8022,JES057,.,1,.,.,.,.,.,.,.,phytoplankton,10.06,13.2,4,biomass,biomass,g 100 L-1,.,1,1,.,.,.,4.857142857,0.080723281,.,.,.,.,.,NO P,microM/d,Table 3,N and P enrichment in experimental mesocosms; no factorial but many different concentraitons and atomic ratios of N and P and a control; summer
8023,JES057,.,1,.,.,.,.,.,.,.,phytoplankton,11.73,6.8,4,biomass,biomass,g 100 L-1,.,1,1,.,.,.,19.28571429,0.322893122,.,.,.,.,.,NO P,microM/d,Table 3,N and P enrichment in experimental mesocosms; no factorial but many different concentraitons and atomic ratios of N and P and a control; summer
8024,JES057,.,1,.,.,.,.,.,.,.,phytoplankton,6.34,3,4,biomass,biomass,g 100 L-1,.,1,1,.,.,.,77.14285714,1.29157249,.,.,.,.,.,NO P,microM/d,Table 3,N and P enrichment in experimental mesocosms; no factorial but many different concentraitons and atomic ratios of N and P and a control; summer
8025,JES057,.,1,.,.,.,.,.,.,.,phytoplankton,19.55,20.54,4,biomass,biomass,g 100 L-1,.,1,1,.,.,.,310,5.166289958,.,.,.,.,.,NO P,microM/d,Table 3,N and P enrichment in experimental mesocosms; no factorial but many different concentraitons and atomic ratios of N and P and a control; summer
8026,JES057,.,1,.,.,.,.,.,.,.,phytoplankton,0.57,0.24,4,biomass,biomass,g 100 L-1,.,0,0,.,.,.,0,0,.,.,.,.,.,.,microM/d,Table 3,N and P enrichment in experimental mesocosms; no factorial but many different concentraitons and atomic ratios of N and P and a control; summer
8027,JES058,.,1,.,.,.,.,.,.,.,Floating Macroalgae,7.04,4.46,4,biomass,biomass,g 100 L-1,.,1,1,.,.,.,0.428571429,0.080723281,.,.,.,.,.,NO P,microM/d,Table 7,N and P enrichment in experimental mesocosms; no factorial but many different concentraitons and atomic ratios of N and P and a control; spring
8028,JES058,.,1,.,.,.,.,.,.,.,Floating Macroalgae,1.1,1.82,4,biomass,biomass,g 100 L-1,.,1,1,.,.,.,1.642857143,0.322893122,.,.,.,.,.,NO P,microM/d,Table 7,N and P enrichment in experimental mesocosms; no factorial but many different concentraitons and atomic ratios of N and P and a control; spring
8029,JES058,.,1,.,.,.,.,.,.,.,Floating Macroalgae,23.28,39.6,4,biomass,biomass,g 100 L-1,.,1,1,.,.,.,6.428571429,1.29157249,.,.,.,.,.,NO P,microM/d,Table 7,N and P enrichment in experimental mesocosms; no factorial but many different concentraitons and atomic ratios of N and P and a control; spring
8030,JES058,.,1,.,.,.,.,.,.,.,Floating Macroalgae,16.1,18.8,4,biomass,biomass,g 100 L-1,.,1,1,.,.,.,25.71428571,5.166289958,.,.,.,.,.,NO P,microM/d,Table 7,N and P enrichment in experimental mesocosms; no factorial but many different concentraitons and atomic ratios of N and P and a control; spring
8031,JES058,.,1,.,.,.,.,.,.,.,Floating Macroalgae,1.8,3.6,4,biomass,biomass,g 100 L-1,.,1,1,.,.,.,1.214285714,0.080723281,.,.,.,.,.,NO P,microM/d,Table 7,N and P enrichment in experimental mesocosms; no factorial but many different concentraitons and atomic ratios of N and P and a control; spring
8032,JES058,.,1,.,.,.,.,.,.,.,Floating Macroalgae,43.36,27.28,4,biomass,biomass,g 100 L-1,.,1,1,.,.,.,4.857142857,0.322893122,.,.,.,.,.,NO P,microM/d,Table 7,N and P enrichment in experimental mesocosms; no factorial but many different concentraitons and atomic ratios of N and P and a control; spring
8033,JES058,.,1,.,.,.,.,.,.,.,Floating Macroalgae,12.92,1.72,4,biomass,biomass,g 100 L-1,.,1,1,.,.,.,19.28571429,1.29157249,.,.,.,.,.,NO P,microM/d,Table 7,N and P enrichment in experimental mesocosms; no factorial but many different concentraitons and atomic ratios of N and P and a control; spring
8034,JES058,.,1,.,.,.,.,.,.,.,Floating Macroalgae,24.1,18.14,4,biomass,biomass,g 100 L-1,.,1,1,.,.,.,77.14285714,5.166289958,.,.,.,.,.,NO P,microM/d,Table 7,N and P enrichment in experimental mesocosms; no factorial but many different concentraitons and atomic ratios of N and P and a control; spring
8035,JES058,.,1,.,.,.,.,.,.,.,Floating Macroalgae,8.9,13.44,4,biomass,biomass,g 100 L-1,.,1,1,.,.,.,2.428571429,0.080723281,.,.,.,.,.,NO P,microM/d,Table 7,N and P enrichment in experimental mesocosms; no factorial but many different concentraitons and atomic ratios of N and P and a control; spring
8036,JES058,.,1,.,.,.,.,.,.,.,Floating Macroalgae,27.03,46.12,4,biomass,biomass,g 100 L-1,.,1,1,.,.,.,9.714285714,0.322893122,.,.,.,.,.,NO P,microM/d,Table 7,N and P enrichment in experimental mesocosms; no factorial but many different concentraitons and atomic ratios of N and P and a control; spring
8037,JES058,.,1,.,.,.,.,.,.,.,Floating Macroalgae,42.53,33.48,4,biomass,biomass,g 100 L-1,.,1,1,.,.,.,38.57142857,1.29157249,.,.,.,.,.,NO P,microM/d,Table 7,N and P enrichment in experimental mesocosms; no factorial but many different concentraitons and atomic ratios of N and P and a control; spring
8038,JES058,.,1,.,.,.,.,.,.,.,Floating Macroalgae,26.72,18.04,4,biomass,biomass,g 100 L-1,.,1,1,.,.,.,155,5.166289958,.,.,.,.,.,NO P,microM/d,Table 7,N and P enrichment in experimental mesocosms; no factorial but many different concentraitons and atomic ratios of N and P and a control; spring
8039,JES058,.,1,.,.,.,.,.,.,.,Floating Macroalgae,1.09,1.3,4,biomass,biomass,g 100 L-1,.,0,0,.,.,.,0,0,.,.,.,.,.,.,microM/d,Table 7,N and P enrichment in experimental mesocosms; no factorial but many different concentraitons and atomic ratios of N and P and a control; spring
8040,JES058,.,1,.,.,.,.,.,.,.,Attached Macroalgae,1.48,1.32,4,biomass,biomass,g 100 L-1,.,1,1,.,.,.,0.428571429,0.080723281,.,.,.,.,.,NO P,microM/d,Table 7,N and P enrichment in experimental mesocosms; no factorial but many different concentraitons and atomic ratios of N and P and a control; spring
8041,JES058,.,1,.,.,.,.,.,.,.,Attached Macroalgae,24.19,5.26,4,biomass,biomass,g 100 L-1,.,1,1,.,.,.,1.642857143,0.322893122,.,.,.,.,.,NO P,microM/d,Table 7,N and P enrichment in experimental mesocosms; no factorial but many different concentraitons and atomic ratios of N and P and a control; spring
8042,JES058,.,1,.,.,.,.,.,.,.,Attached Macroalgae,123.23,131.7,4,biomass,biomass,g 100 L-1,.,1,1,.,.,.,6.428571429,1.29157249,.,.,.,.,.,NO P,microM/d,Table 7,N and P enrichment in experimental mesocosms; no factorial but many different concentraitons and atomic ratios of N and P and a control; spring
8043,JES058,.,1,.,.,.,.,.,.,.,Attached Macroalgae,34.65,5.52,4,biomass,biomass,g 100 L-1,.,1,1,.,.,.,25.71428571,5.166289958,.,.,.,.,.,NO P,microM/d,Table 7,N and P enrichment in experimental mesocosms; no factorial but many different concentraitons and atomic ratios of N and P and a control; spring
8044,JES058,.,1,.,.,.,.,.,.,.,Attached Macroalgae,2.48,1.52,4,biomass,biomass,g 100 L-1,.,1,1,.,.,.,1.214285714,0.080723281,.,.,.,.,.,NO P,microM/d,Table 7,N and P enrichment in experimental mesocosms; no factorial but many different concentraitons and atomic ratios of N and P and a control; spring
8045,JES058,.,1,.,.,.,.,.,.,.,Attached Macroalgae,33.48,27.36,4,biomass,biomass,g 100 L-1,.,1,1,.,.,.,4.857142857,0.322893122,.,.,.,.,.,NO P,microM/d,Table 7,N and P enrichment in experimental mesocosms; no factorial but many different concentraitons and atomic ratios of N and P and a control; spring
8046,JES058,.,1,.,.,.,.,.,.,.,Attached Macroalgae,46.85,27.32,4,biomass,biomass,g 100 L-1,.,1,1,.,.,.,19.28571429,1.29157249,.,.,.,.,.,NO P,microM/d,Table 7,N and P enrichment in experimental mesocosms; no factorial but many different concentraitons and atomic ratios of N and P and a control; spring
8047,JES058,.,1,.,.,.,.,.,.,.,Attached Macroalgae,26.9,21.08,4,biomass,biomass,g 100 L-1,.,1,1,.,.,.,77.14285714,5.166289958,.,.,.,.,.,NO P,microM/d,Table 7,N and P enrichment in experimental mesocosms; no factorial but many different concentraitons and atomic ratios of N and P and a control; spring
8048,JES058,.,1,.,.,.,.,.,.,.,Attached Macroalgae,10.14,11.52,4,biomass,biomass,g 100 L-1,.,1,1,.,.,.,2.428571429,0.080723281,.,.,.,.,.,NO P,microM/d,Table 7,N and P enrichment in experimental mesocosms; no factorial but many different concentraitons and atomic ratios of N and P and a control; spring
8049,JES058,.,1,.,.,.,.,.,.,.,Attached Macroalgae,29.75,34.5,4,biomass,biomass,g 100 L-1,.,1,1,.,.,.,9.714285714,0.322893122,.,.,.,.,.,NO P,microM/d,Table 7,N and P enrichment in experimental mesocosms; no factorial but many different concentraitons and atomic ratios of N and P and a control; spring
8050,JES058,.,1,.,.,.,.,.,.,.,Attached Macroalgae,61.49,71.26,4,biomass,biomass,g 100 L-1,.,1,1,.,.,.,38.57142857,1.29157249,.,.,.,.,.,NO P,microM/d,Table 7,N and P enrichment in experimental mesocosms; no factorial but many different concentraitons and atomic ratios of N and P and a control; spring
8051,JES058,.,1,.,.,.,.,.,.,.,Attached Macroalgae,20.26,18.54,4,biomass,biomass,g 100 L-1,.,1,1,.,.,.,155,5.166289958,.,.,.,.,.,NO P,microM/d,Table 7,N and P enrichment in experimental mesocosms; no factorial but many different concentraitons and atomic ratios of N and P and a control; spring
8052,JES058,.,1,.,.,.,.,.,.,.,Attached Macroalgae,0.98,0.82,4,biomass,biomass,g 100 L-1,.,0,0,.,.,.,0,0,.,.,.,.,.,.,microM/d,Table 7,N and P enrichment in experimental mesocosms; no factorial but many different concentraitons and atomic ratios of N and P and a control; spring
8053,JES058,.,1,.,.,.,.,.,.,.,Cyanobacteria,4.44,3.98,4,biomass,biomass,g 100 L-1,.,1,1,.,.,.,0.428571429,0.080723281,.,.,.,.,.,NO P,microM/d,Table 8,N and P enrichment in experimental mesocosms; no factorial but many different concentraitons and atomic ratios of N and P and a control; spring
8054,JES058,.,1,.,.,.,.,.,.,.,Cyanobacteria,0,0,4,biomass,biomass,g 100 L-1,.,1,1,.,.,.,1.642857143,0.322893122,.,.,.,.,.,NO P,microM/d,Table 8,N and P enrichment in experimental mesocosms; no factorial but many different concentraitons and atomic ratios of N and P and a control; spring
8055,JES058,.,1,.,.,.,.,.,.,.,Cyanobacteria,0,0,4,biomass,biomass,g 100 L-1,.,1,1,.,.,.,6.428571429,1.29157249,.,.,.,.,.,NO P,microM/d,Table 8,N and P enrichment in experimental mesocosms; no factorial but many different concentraitons and atomic ratios of N and P and a control; spring
8056,JES058,.,1,.,.,.,.,.,.,.,Cyanobacteria,34.65,5.52,4,biomass,biomass,g 100 L-1,.,1,1,.,.,.,25.71428571,5.166289958,.,.,.,.,.,NO P,microM/d,Table 8,N and P enrichment in experimental mesocosms; no factorial but many different concentraitons and atomic ratios of N and P and a control; spring
8057,JES058,.,1,.,.,.,.,.,.,.,Cyanobacteria,2.48,1.52,4,biomass,biomass,g 100 L-1,.,1,1,.,.,.,1.214285714,0.080723281,.,.,.,.,.,NO P,microM/d,Table 8,N and P enrichment in experimental mesocosms; no factorial but many different concentraitons and atomic ratios of N and P and a control; spring
8058,JES058,.,1,.,.,.,.,.,.,.,Cyanobacteria,0,0,4,biomass,biomass,g 100 L-1,.,1,1,.,.,.,4.857142857,0.322893122,.,.,.,.,.,NO P,microM/d,Table 8,N and P enrichment in experimental mesocosms; no factorial but many different concentraitons and atomic ratios of N and P and a control; spring
8059,JES058,.,1,.,.,.,.,.,.,.,Cyanobacteria,46.85,27.32,4,biomass,biomass,g 100 L-1,.,1,1,.,.,.,19.28571429,1.29157249,.,.,.,.,.,NO P,microM/d,Table 8,N and P enrichment in experimental mesocosms; no factorial but many different concentraitons and atomic ratios of N and P and a control; spring
8060,JES058,.,1,.,.,.,.,.,.,.,Cyanobacteria,80.7,63.22,4,biomass,biomass,g 100 L-1,.,1,1,.,.,.,77.14285714,5.166289958,.,.,.,.,.,NO P,microM/d,Table 8,N and P enrichment in experimental mesocosms; no factorial but many different concentraitons and atomic ratios of N and P and a control; spring
8061,JES058,.,1,.,.,.,.,.,.,.,Cyanobacteria,10.14,11.52,4,biomass,biomass,g 100 L-1,.,1,1,.,.,.,2.428571429,0.080723281,.,.,.,.,.,NO P,microM/d,Table 8,N and P enrichment in experimental mesocosms; no factorial but many different concentraitons and atomic ratios of N and P and a control; spring
8062,JES058,.,1,.,.,.,.,.,.,.,Cyanobacteria,0,0,4,biomass,biomass,g 100 L-1,.,1,1,.,.,.,9.714285714,0.322893122,.,.,.,.,.,NO P,microM/d,Table 8,N and P enrichment in experimental mesocosms; no factorial but many different concentraitons and atomic ratios of N and P and a control; spring
8063,JES058,.,1,.,.,.,.,.,.,.,Cyanobacteria,20.5,23.76,4,biomass,biomass,g 100 L-1,.,1,1,.,.,.,38.57142857,1.29157249,.,.,.,.,.,NO P,microM/d,Table 8,N and P enrichment in experimental mesocosms; no factorial but many different concentraitons and atomic ratios of N and P and a control; spring
8064,JES058,.,1,.,.,.,.,.,.,.,Cyanobacteria,20.26,18.54,4,biomass,biomass,g 100 L-1,.,1,1,.,.,.,155,5.166289958,.,.,.,.,.,NO P,microM/d,Table 8,N and P enrichment in experimental mesocosms; no factorial but many different concentraitons and atomic ratios of N and P and a control; spring
8065,JES058,.,1,.,.,.,.,.,.,.,phytoplankton,1.13,1.2,4,biomass,biomass,g 100 L-1,.,0,0,.,.,.,0,0,.,.,.,.,.,.,microM/d,Table 8,N and P enrichment in experimental mesocosms; no factorial but many different concentraitons and atomic ratios of N and P and a control; spring
8066,JES058,.,1,.,.,.,.,.,.,.,phytoplankton,4.84,3.76,4,biomass,biomass,g 100 L-1,.,1,1,.,.,.,0.428571429,0.080723281,.,.,.,.,.,NO P,microM/d,Table 8,N and P enrichment in experimental mesocosms; no factorial but many different concentraitons and atomic ratios of N and P and a control; spring
8067,JES058,.,1,.,.,.,.,.,.,.,phytoplankton,1.52,0.2,4,biomass,biomass,g 100 L-1,.,1,1,.,.,.,1.642857143,0.322893122,.,.,.,.,.,NO P,microM/d,Table 8,N and P enrichment in experimental mesocosms; no factorial but many different concentraitons and atomic ratios of N and P and a control; spring
8068,JES058,.,1,.,.,.,.,.,.,.,phytoplankton,1.6,2.42,4,biomass,biomass,g 100 L-1,.,1,1,.,.,.,6.428571429,1.29157249,.,.,.,.,.,NO P,microM/d,Table 8,N and P enrichment in experimental mesocosms; no factorial but many different concentraitons and atomic ratios of N and P and a control; spring
8069,JES058,.,1,.,.,.,.,.,.,.,phytoplankton,1.94,0.46,4,biomass,biomass,g 100 L-1,.,1,1,.,.,.,25.71428571,5.166289958,.,.,.,.,.,NO P,microM/d,Table 8,N and P enrichment in experimental mesocosms; no factorial but many different concentraitons and atomic ratios of N and P and a control; spring
8070,JES058,.,1,.,.,.,.,.,.,.,phytoplankton,2.3,1.26,4,biomass,biomass,g 100 L-1,.,1,1,.,.,.,1.214285714,0.080723281,.,.,.,.,.,NO P,microM/d,Table 8,N and P enrichment in experimental mesocosms; no factorial but many different concentraitons and atomic ratios of N and P and a control; spring
8071,JES058,.,1,.,.,.,.,.,.,.,phytoplankton,0.37,0.5,4,biomass,biomass,g 100 L-1,.,1,1,.,.,.,4.857142857,0.322893122,.,.,.,.,.,NO P,microM/d,Table 8,N and P enrichment in experimental mesocosms; no factorial but many different concentraitons and atomic ratios of N and P and a control; spring
8072,JES058,.,1,.,.,.,.,.,.,.,phytoplankton,0.88,0.34,4,biomass,biomass,g 100 L-1,.,1,1,.,.,.,19.28571429,1.29157249,.,.,.,.,.,NO P,microM/d,Table 8,N and P enrichment in experimental mesocosms; no factorial but many different concentraitons and atomic ratios of N and P and a control; spring
8073,JES058,.,1,.,.,.,.,.,.,.,phytoplankton,0.76,0.64,4,biomass,biomass,g 100 L-1,.,1,1,.,.,.,77.14285714,5.166289958,.,.,.,.,.,NO P,microM/d,Table 8,N and P enrichment in experimental mesocosms; no factorial but many different concentraitons and atomic ratios of N and P and a control; spring
8074,JES058,.,1,.,.,.,.,.,.,.,phytoplankton,1.54,0.62,4,biomass,biomass,g 100 L-1,.,1,1,.,.,.,2.428571429,0.080723281,.,.,.,.,.,NO P,microM/d,Table 8,N and P enrichment in experimental mesocosms; no factorial but many different concentraitons and atomic ratios of N and P and a control; spring
8075,JES058,.,1,.,.,.,.,.,.,.,phytoplankton,3,4.36,4,biomass,biomass,g 100 L-1,.,1,1,.,.,.,9.714285714,0.322893122,.,.,.,.,.,NO P,microM/d,Table 8,N and P enrichment in experimental mesocosms; no factorial but many different concentraitons and atomic ratios of N and P and a control; spring
8076,JES058,.,1,.,.,.,.,.,.,.,phytoplankton,2.7,2.1,4,biomass,biomass,g 100 L-1,.,1,1,.,.,.,38.57142857,1.29157249,.,.,.,.,.,NO P,microM/d,Table 8,N and P enrichment in experimental mesocosms; no factorial but many different concentraitons and atomic ratios of N and P and a control; spring
8077,JES058,.,1,.,.,.,.,.,.,.,phytoplankton,1.84,2.52,4,biomass,biomass,g 100 L-1,.,1,1,.,.,.,155,5.166289958,.,.,.,.,.,NO P,microM/d,Table 8,N and P enrichment in experimental mesocosms; no factorial but many different concentraitons and atomic ratios of N and P and a control; spring
8078,JES058,.,1,.,.,.,.,.,.,.,phytoplankton,3.47,3.42,4,biomass,biomass,g 100 L-1,.,0,0,.,.,.,0,0,.,.,.,.,.,.,microM/d,Table 8,N and P enrichment in experimental mesocosms; no factorial but many different concentraitons and atomic ratios of N and P and a control; spring
8079,JES059,Diadema antillarum,2,1,.,.,.,.,.,.,macroalgae,3.04,4.110960958,10,biomass,cover,%cover,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Fig 5,Paper documents the change in algal cover at 3 depths before and after the urchin Diadema die-off in Jamaica; 7 m
8080,JES059,Diadema antillarum,1,0,.,.,.,.,.,.,macroalgae,87.6,14.862705,10,biomass,cover,%cover,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Fig 5,Paper documents the change in algal cover at 3 depths before and after the urchin Diadema die-off in Jamaica; 7 m
8081,JES060,Diadema antillarum,2,1,.,.,.,.,.,.,macroalgae,1.05,1.359779394,10,biomass,cover,%cover,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Fig 5,Paper documents the change in algal cover at 3 depths before and after the urchin Diadema die-off in Jamaica; 10 m
8082,JES060,Diadema antillarum,1,0,.,.,.,.,.,.,macroalgae,12.9,6.640783086,10,biomass,cover,%cover,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Fig 5,Paper documents the change in algal cover at 3 depths before and after the urchin Diadema die-off in Jamaica; 10 m
8083,JES061,Diadema antillarum,2,1,.,.,.,.,.,.,macroalgae,1.4,1.328156617,10,biomass,cover,%cover,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Fig 5,Paper documents the change in algal cover at 3 depths before and after the urchin Diadema die-off in Jamaica; 20 m
8084,JES061,Diadema antillarum,1,0,.,.,.,.,.,.,macroalgae,15.4,7.273238618,10,biomass,cover,%cover,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Fig 5,Paper documents the change in algal cover at 3 depths before and after the urchin Diadema die-off in Jamaica; 20 m
8085,JES062,Herbivorous fish and Invertebrates,1,0,.,.,.,.,.,.,Cyanobacteria,36.2,19.6,4,biomass,cover,%cover,.,1,1,.,.,.,1090,2000,.,.,.,.,.,complete,g/m2/month,Table 1,Nutrient and herbivore factorial on boring algae on a coral reef
8086,JES062,Herbivorous fish and Invertebrates,1,0,.,.,.,.,.,.,Cyanobacteria,3.6,6.5,4,biomass,cover,%cover,.,0,0,.,.,.,0,0,.,.,.,.,.,.,g/m2/month,Table 1,Nutrient and herbivore factorial on boring algae on a coral reef
8087,JES062,Herbivorous fish and Invertebrates,2,1,.,.,.,.,.,.,Cyanobacteria,6.3,7.4,4,biomass,cover,%cover,.,1,1,.,.,.,1090,2000,.,.,.,.,.,complete,g/m2/month,Table 1,Nutrient and herbivore factorial on boring algae on a coral reef
8088,JES062,Herbivorous fish and Invertebrates,2,1,.,.,.,.,.,.,Cyanobacteria,0.9,1.1,4,biomass,cover,%cover,.,0,0,.,.,.,0,0,.,.,.,.,.,.,g/m2/month,Table 1,Nutrient and herbivore factorial on boring algae on a coral reef
8089,JES062,Herbivorous fish and Invertebrates,1,0,.,.,.,.,.,.,green algae,46.7,3,4,biomass,cover,%cover,.,1,1,.,.,.,1090,2000,.,.,.,.,.,complete,g/m2/month,Table 1,Nutrient and herbivore factorial on boring algae on a coral reef
8090,JES062,Herbivorous fish and Invertebrates,1,0,.,.,.,.,.,.,green algae,13.4,8.9,4,biomass,cover,%cover,.,0,0,.,.,.,0,0,.,.,.,.,.,.,g/m2/month,Table 1,Nutrient and herbivore factorial on boring algae on a coral reef
8091,JES062,Herbivorous fish and Invertebrates,2,1,.,.,.,.,.,.,green algae,27.6,12.2,4,biomass,cover,%cover,.,1,1,.,.,.,1090,2000,.,.,.,.,.,complete,g/m2/month,Table 1,Nutrient and herbivore factorial on boring algae on a coral reef
8092,JES062,Herbivorous fish and Invertebrates,2,1,.,.,.,.,.,.,green algae,17.2,7.2,4,biomass,cover,%cover,.,0,0,.,.,.,0,0,.,.,.,.,.,.,g/m2/month,Table 1,Nutrient and herbivore factorial on boring algae on a coral reef
8093,JES066,.,1,.,.,.,.,.,.,.,Gracilaria crassa,3.52,0.54,10,biomass,carbon,mgC/g/hr,.,0,0,.,.,.,0,0,.,.,.,.,.,.,micromoles,Fig 3,Nitrogen and Phosphorus factorial on numerous species of macroalgae; measured photosynthetic rates; high versus low island comparison; high island group
8094,JES066,.,1,.,.,.,.,.,.,.,Gracilaria crassa,1.9,0.5,10,biomass,carbon,mgC/g/hr,.,1,0,.,.,.,160,0,.,.,.,.,.,NO,micromoles,Fig 3,Nitrogen and Phosphorus factorial on numerous species of macroalgae; measured photosynthetic rates; high versus low island comparison; high island group
8095,JES066,.,1,.,.,.,.,.,.,.,Gracilaria crassa,1.5,0.4,10,biomass,carbon,mgC/g/hr,.,0,1,.,.,.,0,16,.,.,.,.,.,P,micromoles,Fig 3,Nitrogen and Phosphorus factorial on numerous species of macroalgae; measured photosynthetic rates; high versus low island comparison; high island group
8096,JES066,.,1,.,.,.,.,.,.,.,Gracilaria crassa,1.7,0.4,10,biomass,carbon,mgC/g/hr,.,1,1,.,.,.,160,16,.,.,.,.,.,NO P,micromoles,Fig 3,Nitrogen and Phosphorus factorial on numerous species of macroalgae; measured photosynthetic rates; high versus low island comparison; high island group
8097,JES066,.,1,.,.,.,.,.,.,.,Lobophora variegata,2.4,0.3,10,biomass,carbon,mgC/g/hr,.,0,0,.,.,.,0,0,.,.,.,.,.,.,micromoles,Fig 3,Nitrogen and Phosphorus factorial on numerous species of macroalgae; measured photosynthetic rates; high versus low island comparison; high island group
8098,JES066,.,1,.,.,.,.,.,.,.,Lobophora variegata,2.5,0.5,10,biomass,carbon,mgC/g/hr,.,1,0,.,.,.,160,0,.,.,.,.,.,NO,micromoles,Fig 3,Nitrogen and Phosphorus factorial on numerous species of macroalgae; measured photosynthetic rates; high versus low island comparison; high island group
8099,JES066,.,1,.,.,.,.,.,.,.,Lobophora variegata,2.33,0.15,10,biomass,carbon,mgC/g/hr,.,0,1,.,.,.,0,16,.,.,.,.,.,P,micromoles,Fig 3,Nitrogen and Phosphorus factorial on numerous species of macroalgae; measured photosynthetic rates; high versus low island comparison; high island group
8100,JES066,.,1,.,.,.,.,.,.,.,Lobophora variegata,2.45,0.35,10,biomass,carbon,mgC/g/hr,.,1,1,.,.,.,160,16,.,.,.,.,.,NO P,micromoles,Fig 3,Nitrogen and Phosphorus factorial on numerous species of macroalgae; measured photosynthetic rates; high versus low island comparison; high island group
8101,JES066,.,1,.,.,.,.,.,.,.,Microdictyon montagne,5.05,0.3,10,biomass,carbon,mgC/g/hr,.,0,0,.,.,.,0,0,.,.,.,.,.,.,micromoles,Fig 3,Nitrogen and Phosphorus factorial on numerous species of macroalgae; measured photosynthetic rates; high versus low island comparison; high island group
8102,JES066,.,1,.,.,.,.,.,.,.,Microdictyon montagne,2.5,0.5,10,biomass,carbon,mgC/g/hr,.,1,0,.,.,.,160,0,.,.,.,.,.,NO,micromoles,Fig 3,Nitrogen and Phosphorus factorial on numerous species of macroalgae; measured photosynthetic rates; high versus low island comparison; high island group
8103,JES066,.,1,.,.,.,.,.,.,.,Microdictyon montagne,2.35,0.15,10,biomass,carbon,mgC/g/hr,.,0,1,.,.,.,0,16,.,.,.,.,.,P,micromoles,Fig 3,Nitrogen and Phosphorus factorial on numerous species of macroalgae; measured photosynthetic rates; high versus low island comparison; high island group
8104,JES066,.,1,.,.,.,.,.,.,.,Microdictyon montagne,2.45,0.35,10,biomass,carbon,mgC/g/hr,.,1,1,.,.,.,160,16,.,.,.,.,.,NO P,micromoles,Fig 3,Nitrogen and Phosphorus factorial on numerous species of macroalgae; measured photosynthetic rates; high versus low island comparison; high island group
