Chla_Mean,Chla_SE,LRR_Mean,LRR_Var,Trt,Temp,NH4_ug_L,NO3_ug_L,DIN_ug_L,TN_mg_L,SRP_ug_L,TP_ug_L,NO3_SRP_Ratio,Canopy_Quant
8.7,2.814427118,-0.354373447,0.169686969,N,,13.6,711.2,,,24.6,64.3,,60
11.1,0.790569415,-0.460953794,0.020000326,N,,18.5,250.3,,,24,65.7,,10
9.9,1.865743819,0.405465108,0.040682073,N,,9.5,926.9,,,34.2,71.7,,
2.2,1.7,0.382992252,4.597107438,N,,,,,,,,,
2,1.7,0.287682072,4.7225,N,,,,,,,,,
11.8,1.9,0.259825118,0.101400434,N,,,,,,,,,
11.6,3.6,0.505094949,0.422844524,N,,,,,,,,,
4,4.5,0.051293294,2.019780125,N,,,,,,,,,
11.8,3.3,0.259825118,0.153684261,N,,,,,,,,,
7.2,2.3,0.028170877,0.428575365,N,,,,,,,,,
22.9,7.1,-0.1346225,0.117163146,N,,,,,,,,,
22.6,6.8,0.522695199,0.348050135,N,,,,,,,,,
16.1,5,-0.149704252,0.15435533,N,,,,,,,,,
21.5,5.1,-0.197706476,0.077304323,N,,,,,,,,,
18.5,5.3,0.322516025,0.339592885,N,,,,,,,,,
2.9,3.3,-0.27029033,2.049042164,N,,,,,,,,,
11.4,8.2,-0.494910168,0.575298399,N,,,,,,,,,
67.6,17.7,0.45706988,0.852692288,N,,,,,,,,,
84.3,24,0.677843762,0.865187749,N,,,,,,,,,
23.1,27.1,-0.029852963,1.923158828,N,,,,,,,,,
17.1,10.8,-0.330607117,0.945746002,N,,,,,,,,,
2.9,0.284604989,-0.066691374,0.020037218,N,,16.6,301.1,,,68.7,116.7,,
5.4,0.727323862,0.117783036,0.030684692,N,,15.7,252.4,,,60.7,119.8,,60
1.7,0.09486833,-0.057158414,0.004348755,N,,34.5,574.2,,,72.1,127.9,,
18.4,1.644384383,-0.122602322,0.01287767,N,,25.8,226.7,,,41.9,127.9,,10
10.3,1.1,0.039609138,0.02375109,N,23,15.45432,77.469,,,9.506286415,,21.1,
22,4,-0.087011377,0.049741879,N,12.4,5.280226,82.78116,,,10.11959522,,15.3,
31.8,4.1,1.008461192,0.022642775,N,15.5,3.86358,10.18164,,,10.11959522,,3.6,
16.5,1.8,0.562650692,0.040873212,N,14.3,5.537798,240.81792,,,11.03955842,,36.1,
13.3,8.4,0.533640302,0.478444892,N,7.2,6.052942,18.59256,,,24.53235204,,2.5,
59.5,8.4,0.200297282,0.077649132,N,13.1,2.833292,262.06656,,,39.86507206,,10.5,
52.6,4.1,0.932582419,0.071631488,N,23,7.72716,39.8412,,,42.93161607,,2.4,
3.9,0.8,-0.207639365,0.094594942,N,9.8,3.606008,60.20448,,,5.519779209,,20.2,
2.9,1,0.189242,0.181406064,N,7.2,4.249938,10.18164,,,8.892977614,,4.3,
3.2,0.6,0.133531393,0.138472577,N,22,4.249938,739.2756,,,43.85157927,,26.4,
10.2,1.233288287,0.206132205,0.019322527,N,,49.3,403.1,,,52.3,130.1,,10
4.1,0.221359436,0.050010421,0.004558587,N,,36.2,332.1,,,94.1,141.4,,60
19.8,2.308462692,0.025576842,0.017888418,N,,,,,,,,,
20.2,3.95,0.487986132,0.040205024,N,,5,120,,,,7,39,6
18,1.1,0,0.050679012,N,,9,110,,,,9,29,3
7.3,1.85,1.199416988,0.089533974,N,,10,2,,,,9,3,6
19.4,1.6,-0.035446749,0.020471214,N,,12,18,,,,12,6,6
18,10.1,0.287682072,0.356340878,N,,40,110,,,,13,26,12
150.6,8.4,0.053882791,0.01529291,N,,17,90,,,,14,17,3
10.6,3.25,1.052521181,0.208140279,N,,10,2,,,,14,2,24
15.3,2.05,0.73997848,0.028507948,N,,6,3,,,,16,1,13
14.2,1.5,0.073025135,0.029753542,N,,21,89,,,,24,10,4
47.9,3.35,1.923205355,0.063870827,N,,20,3,,,,28,2,13
122.5,14.05,0.126906158,0.013154688,N,,20,1360,,,,62,49,7
76.4,17.4,-0.199837412,0.051869469,N,,37,1610,,,,100,36,7
,,,,N,,250.3,632.1,,,19.3,,,
,,,,N,,32.1,160.4,,,12.8,,,
,,,,N,,19.3,179.7,,,9.6,,,
,,,,N,,70.6,301.6,,,9.6,,,
0.7,0.01,-0.251314428,0.00005459,N,19.2,16.7,369.9,390,,12.7,,72.4,
0.6,0.01,-0.405465108,6.69E-05,N,19.2,16.7,369.9,390,,12.7,,72.4,
15.2,4.8,-0.327977613,0.183301528,N,19.2,16.7,369.9,390,,12.7,,72.4,
7.2,2.2,0.448024723,0.100925634,N,13.5,8.4,228.6,238.8,,22.9,,23.6,
10.8,2.4,-0.200670695,0.181614121,N,13.5,8.4,228.6,238.8,,22.9,,23.6,
3.8,1.2,-0.191055237,0.107284428,N,13.5,8.4,228.6,238.8,,22.9,,23.6,
17.9,4.4,0.210652063,0.144322702,N,12.1,4.1,133.9,140.3,,16.6,,20.8,
9.5,4.4,0.26341745,0.418868773,N,19.8,20.5,791.3,817,,15.4,,123.9,
3.7,0.4,-0.102654154,0.059872967,N,18.8,9.3,397.6,418.3,,14,,72.7,
6.4,3.2,0.445311017,0.298185604,N,18.8,9.3,397.6,418.3,,14,,72.7,
18.7,4.4,0.254374874,0.139263441,N,12.1,4.1,133.9,140.3,,16.6,,20.8,
25.4,4.1,-0.038614836,0.04074793,N,18.2,9.6,533.3,547.8,,38,,36,
12.6,1.3,-0.515576227,0.094223535,N,19.2,16.7,369.9,390,,12.7,,72.4,
5.3,1.4,-0.912510009,0.202007126,N,13.5,8.4,228.6,238.8,,22.9,,23.6,
8.6,3.6,0.163887855,0.379583391,N,19.8,20.5,791.3,817,,15.4,,123.9,
13,3.7,-0.708414653,0.095698295,N,18.2,9.6,533.3,547.8,,38,,36,
8.9,2.5,-0.715370317,0.160536832,N,19.8,20.5,791.3,817,,15.4,,123.9,
17.8,3.7,-0.022223137,0.124840581,N,19.8,20.5,791.3,817,,15.4,,123.9,
2.5,0.4,-0.21511138,0.034965245,N,,,,,,,,,
9.4,0.7,0.517943092,0.025953659,N,,,,,,,,,
4.6,0.2,0.090971778,0.010960654,N,,,,,,,,,
,,,,N,10,,,,,,,,
10,0.4,-0.173953307,0.007319935,N,,,,,,,,,
,,,,N,9.5,,,,,,,,
33.8,2,0.092946113,0.009573128,N,,,,,,,,,
,,,,N,9.5,,,,,,,,
,,,,N,9,,,,,,,,
,,,,N,9,,,,,,,,
,,,,N,9,,,,,,,,
39.7,5.8,0.503297357,0.024746737,N,,,,,,,,,
3,0.8,0.916290732,0.098888889,N,9.5,,,,,,,,
,,,,N,5,,,,,,,,
,,,,N,5,,,,,,,,
7.5,0.6,0.53329848,0.024995041,N,9.5,,,,,,,,
,,,,N,5,,,,,,,,
,,,,N,8.5,,,,,,,,
,,,,N,8.5,,,,,,,,
,,,,N,11,,,,,,,,
,,,,N,9,,,,,,,,
,,,,N,13,,,,,,,,
,,,,N,5,,,,,,,,
,,,,N,9.5,,,,,,,,
,,,,N,8,,,,,,,,
,,,,N,11,,,,,,,,
,,,,N,8.5,,,,,,,,
,,,,N,9.5,,,,,,,,
,,,,N,8,,,,,,,,
,,,,N,9,,,,,,,,
,,,,N,9.5,,885.32,,,3.1,,,
,,,,N,11,,442.66,,,3.1,,,
,,,,N,12.5,,442.66,,,3.1,,,
,,,,N,15,,9295.86,,,34,,,
,,,,N,15,,1770.64,,,3.1,,,
,,,,N,15,,442.66,,,3.1,,,
,,,,N,13.5,,885.32,,,3.1,,,
2.9,0.04,0.240535294,0.019888618,N,16.1,5.1,12,,,5.1,,7.7,
3.94,0.07,0.095817923,0.002570572,N,18.6,15.3,17.3,,,8.3,,8.7,
3.61,0.05,0.062877851,0.001444869,N,17.9,8,2.9,,,3.1,,4,
3.35,0.08,0.048939429,0.000924053,N,13.7,8,9.5,,,5.9,,10.2,
4.06,0.07,0.092850154,0.000655191,N,17.5,8.3,15.5,,,8.3,,7.1,
4.19,0.08,0.07686558,0.000603678,N,16.9,8.6,14.7,,,6.6,,7.3,
3.62,0.04,0.065644104,0.000261322,N,19,16.4,16.4,,,11.7,,5.7,
3.01,0.2,0.058136027,0.005208456,N,17.4,2.2,23.9,,,10.4,,22.3,
3.67,0.23,0.109304097,0.00839907,N,16.1,2.1,7.8,,,2.1,,3.2,
2.27,0.09,0.183203002,0.013917609,N,9.8,17.1,9,,,5.1,,11.1,
3.75,0.17,0.04639304,0.002554471,N,18.7,15.4,13.6,,,6.9,,8.7,
3.81,0.17,0.102157718,0.003013405,N,18.2,1.9,8.6,,,5.3,,5.3,
2.38,0.25,0.219997246,0.01435062,N,13,12.4,8.8,,,2.1,,10,
3.3,0.13,0.059299742,0.002802903,N,18.2,2.6,9.8,,,7.4,,4,
3.08,0.19,-0.053725399,0.005661069,N,16,6.1,11.5,,,7.7,,7.2,
2.85,0.13,0.087968773,0.004194526,N,13.9,11.5,12.6,,,3.8,,13.4,
2.78,0.16,0.021819047,0.008191891,N,0,14.4,11,,,5.3,,10.3,
2.87,0.16,0.102654154,0.005627308,N,10.3,9,10,,,3,,8.1,
3.11,0.12,-0.009600074,0.004085273,N,17,9.3,15.3,,,8.4,,8,
3.01,0.26,0.15415068,0.013470541,N,11.1,11.1,5.1,,,3.5,,10.1,
3.18,0.21,0.061607809,0.009293813,N,17,12.3,10,,,8.7,,4.8,
2.55,0.07,0.060624622,0.008409806,N,4,13.1,8.5,,,4.5,,8.9,
2.94,0.1,0.215519626,0.004646395,N,4.2,15.4,,,,5.1,,12.8,
2.3,0.05,0.044451763,0.001484986,N,5,8.4,8.4,,,3.5,,8.9,
2.63,0.16,0.108322227,0.022086601,N,0,13.6,16.9,,,5.9,,11.5,
3.03,0.1,0.030153038,0.01081896,N,10.5,2.8,7.2,,,6.1,,3.7,
2.9,0.17,0.017391743,0.01379034,N,2.7,10.6,14.6,,,4.4,,14.7,
2.68,0.15,-0.043802623,0.004676025,N,16.2,5.1,15.1,,,10.1,,6.9,
3.2,0.15,0.14792013,0.006450574,N,10.1,10.6,7.7,,,1.8,,13.9,
2.95,0.18,-0.039872391,0.005516191,N,17.5,6,19.6,,,8,,3.9,
34.9,3.8,0.108868732,0.02659476,NP,29.13,,,,,,,18.07,0
28.1,4.4,0.120901773,0.045421322,NP,30.4,,,,,,,17.61,14.97
100.7,4.4,0.237647431,0.003852278,NP,28.55,,,,,,,17.75,41.49
73.1,4.9,0.136075176,0.01333747,NP,29.45,,,,,,,22.64,22.33
79.8,5.1,0.220640421,0.006430651,NP,30.39,,,,,,,16.19,38.36
88.3,5.3,0.42721754,0.005640238,NP,30.73,,,,,,,22.5,3.76
59.4,5.7,0.309237076,0.010912646,NP,28.93,,,,,,,19.27,8.85
41.6,6.4,0.450955434,0.048787899,NP,30.74,,,,,,,21.62,1.03
48.8,6.6,-0.135834067,0.036292548,NP,32.4,,,,,,,17.2,27.03
76.8,6.8,0.172990229,0.014319129,NP,30.41,,,,,,,21.8,6.96
65.4,7,-0.057922648,0.015129294,NP,28.66,,,,,,,14.56,18.62
70.7,7.6,0.238465426,0.023159073,NP,29.48,,,,,,,15.87,1.48
91.5,8.5,0.345033369,0.011889968,NP,27.13,,,,,,,19.34,38.04
109.3,9.1,0.490897428,0.012517574,NP,31.52,,,,,,,18.44,2.72
108.4,9.2,0.208491275,0.010178268,NP,29.43,,,,,,,17.11,52.18
108.7,9.2,0.267344446,0.010774904,NP,28.41,,,,,,,21.73,21.29
79.3,10,0.206572905,0.019192736,NP,29.4,,,,,,,22.47,19.14
47.9,11.9,0.260903953,0.089950856,NP,29.1,,,,,,,23.51,14.06
41,2,-0.099734966,0.007369571,NP,,,,29.9,0.424,43.2,64.9,14.5,
625,193.2,-1.234401131,0.138139745,NP,,,,508.1,1.824,94.1,118,34.2,15.8
28.7,2.1,-1.274914994,0.01464639,NP,,,,208,0.79,107.3,136.6,12.8,37.2
56.5,5.5,-0.065091466,0.01247105,NP,,,,599.9,1.278,176.8,247.7,11.4,73.6
84,3.6,-0.201968554,0.011489606,NP,,,,4090.6,4.49,308,371.8,26.7,40
25.9,0.01,-1.436187061,0.008264513,NP,,,,3270.3,3.537,319.7,398,19.7,66
0.36,0.018973666,0.057158414,0.009784698,NP,23.2,148,27,,,9,,428,
0.4,0.028460499,-0.182321557,0.019125,NP,22.35,371,167,,,27,,131,
1.69,0.113841996,0.030032287,0.013464634,NP,18.8,289.5,57,,,15,,60,
3.87,0.186574382,-0.204890111,0.011642806,NP,20.35,576,29,,,54,,89,
3.16,0.252982213,0.353064832,0.013472374,NP,20.2,798.5,30,,,22,,55,
3.03,0.265631323,0.122745825,0.015727401,NP,18.2,194,25,,,15,,52,
17.42,0.401609263,2.078294095,0.003109155,NP,16.6,67,17,,,13,,13,
2.14,0.411096096,-0.430081736,0.065520408,NP,18.5,388.5,27,,,26,,104,
4.08,0.632455532,1.084013489,0.029075428,NP,21.5,161,25,,,34,,28,
5.22,0.667240586,-0.317408253,0.032473112,NP,18.5,388.5,27,,,26,,104,
23.63,0.730486139,0.23452847,0.003796195,NP,20.2,798.5,30,,,22,,55,
14.52,0.996117463,2.290264609,0.014077485,NP,16.6,67,17,,,13,,13,
40.11,1.053038461,0.774395634,0.006986673,NP,18.2,194,25,,,15,,52,
19.09,1.204827789,0.013713295,0.011580114,NP,20.35,576,29,,,54,,89,
36.22,1.448323168,0.023464764,0.002588798,NP,18.8,289.5,57,,,15,,60,
28.1,2.064967312,1.542344828,0.011464462,NP,21.5,161,25,,,34,,28,
50.02,3.642943865,1.505477817,0.025594733,NP,23.2,148,27,,,9,,428,
69.28,6.109520439,2.527968449,0.016043681,NP,22.35,371,167,,,27,,131,
1.3,0.04,0.619039208,0.006048786,NP,,14.69,,,,0.48,,,
58.3,2.5,2.119691944,0.024338836,NP,10.2,1.8,2.3,,,0.05,,,
36,4,1.994283733,0.053994992,NP,10.2,0.93,1.4,,,0.85,,,
76.4,8.9,1.884977598,0.043296936,NP,10.2,0.93,1.4,,,0.85,,,
30,12.3,1.347073648,0.186221302,NP,10.2,1.8,2.3,,,0.05,,,
49.2,23.3,1.573505903,0.224275719,NP,10.2,0.93,1.4,,,0.85,,,
55.5,24.6,2.083413383,0.219554497,NP,10.2,1.8,2.3,,,0.05,,,
,,,,NP,18.6,5,70,,176.7,,,,
,,,,NP,3.2,5.7,126.7,,226.7,4.2,,,
81.4,7.45,0.633534778,0.015129405,NP,17.8,,,,1.77,,21,,54
48.1,13.45,0.306570357,0.140690577,NP,11.9,,,,4.76,,35,,44
53.8,17.35,0.141529302,0.16306903,NP,13.8,,,,0.895,,61,,72
,,,,NP,8.53,,,,,,,,12
,,,,NP,8.53,,,,,,,,12
,,,,NP,8.53,,,,,,,,12
,,,,NP,8.53,,,,,,,,12
,,,,NP,9.65,,3410,,,3.9,,,13.5
,,,,NP,9.65,,3410,,,3.9,,,13.5
,,,,NP,9.65,,3410,,,3.9,,,13.5
,,,,NP,9.65,,3410,,,3.9,,,13.5
2.9,0.6,0.802346473,0.137480739,NP,,,,6.9,0.09,2.5,6.25,25,
7.5,4,1.098612289,0.324444444,NP,,,,23.1,0.5,30.8,62.15,20.5,
0.1,0.01,-0.693147181,0.0025,NP,15,6.3,186.4,,,9.8,,,86.3
1.5,0.1,0.762140052,0.024852608,NP,1,14.6,239.4,,,6.2,,,60.3
0.59,0.2,0,0.229819018,NP,1,14.6,239.4,,,6.2,,,60.3
4,0.2,-0.405465108,0.009444444,NP,3.1,4.3,308.2,,,3.5,,,36.8
0.3,0.3,-1.466337069,1.023668639,NP,11.7,5.1,131.4,,,6.7,,,87
1.9,0.3,0.459532329,0.052708526,NP,6.9,6.2,79.2,,,6.4,,,46.6
1.8,0.4,-0.476924072,0.125482597,NP,15,6.3,186.4,,,9.8,,,86.3
1.2,0.5,-0.693147181,0.201388889,NP,3.1,4.3,308.2,,,3.5,,,36.8
2.7,0.6,0.037740328,0.086364965,NP,2.5,8.1,170.6,,,2.2,,,54.5
4.9,0.7,-1.278663697,0.023023091,NP,9.6,3.6,263.3,,,5.6,,,33.1
2.5,0.8,-0.824175443,0.171652078,NP,2.5,8.1,170.6,,,2.2,,,54.5
3.5,0.9,1.157452789,0.198353854,NP,11.7,5.8,627.9,,,6.6,,,85.3
4,1,-0.559615788,0.082908163,NP,6.5,3.8,164.9,,,4.8,,,42
10.5,1.4,0.199613054,0.021157983,NP,11.7,5.8,627.9,,,6.6,,,85.3
8.9,2.4,-0.086074609,0.168371189,NP,11.7,5.1,131.4,,,6.7,,,87
27.9,3.4,0.171626268,0.029047255,NP,9.6,3.6,263.3,,,5.6,,,33.1
7,3.8,0.693147181,0.376326531,NP,6.9,6.2,79.2,,,6.4,,,46.6
9.9,3.9,0.703299552,0.236820899,NP,6.5,3.8,164.9,,,4.8,,,42
3.2,0.3,0.900786545,0.221806814,NP,17.8,,486.926,,,10,,25,
97.8,0.7,0.403932541,0.000135655,NP,18,,5311.92,,,250,,11,
86.1,16.4,0.241901428,0.044423839,NP,17.5,,250,,,10,,,
492.4,24.6,2.364149433,0.01985386,NP,17.5,,250,,,10,,,
395.6,50.1,2.296536687,0.050608302,NP,17.5,,250,,,10,,,
183.8,58.3,1.452648094,0.109702547,NP,17.5,,250,,,10,,,
183.9,84.3,1.286495777,0.215153767,NP,17.5,,250,,,10,,,
319.3,133.9,1.305986686,0.203188495,NP,17.5,,250,,,10,,,
,,,,NP,17.8,,486.926,,,10,,25,
,,,,NP,18,,5311.92,,,250,,11,
83.9,2.6,1.352313353,0.015316129,NP,21.1,7,0,13,0.07,4.9,4.4,20.3,86.5
157.9,5.3,1.544464084,0.007078975,NP,24.5,13.7,0,21.1,0.11,4.4,6.1,25.5,48.3
215.5,16.4,0.945721932,0.023063203,NP,22.9,22.1,50.2,84.7,0.16,5.1,7.1,43.8,29
144.7,2.7,1.339711522,0.005423322,NP,25.2,23.1,0,27.9,0.05,4.3,7.3,8.7,28.7
290,24,0.775030662,0.038851414,NP,20.2,16.8,370.5,405.7,0.47,6.9,7.5,115,27
107.7,10.5,1.41741427,0.049198966,NP,22.8,13.4,424.7,450.7,0.54,5.5,11.7,90.6,38.8
122.9,5.2,0.757848449,0.010256761,NP,24.5,20.9,117.2,149.4,0.86,5.7,30.7,57.1,16.9
146.8,15.9,0.340841441,0.014308407,NP,21.7,12.6,19.3,41,0.25,14.7,58,9.1,37.8
144.1,34.8,0.675946894,0.063748994,NP,23.2,16.5,15.5,48.9,0.05,9.1,63.4,14.3,50.3
192,24,-0.092939949,0.03496276,NP,25.8,21.6,280.2,308.8,0.58,50.2,107,11.4,25.6
366.8,70.9,-0.056188599,0.040785171,NP,24.6,30.2,484.1,526.7,0.81,73.1,138.4,12.3,27.3
23.2,4.2,0.322773392,0.041843779,NP,,,,,,,,,7.8
38,9,1.072636802,0.204023177,NP,17.1,,67.8,,0.073,,6,12.1,28
77,10,2.041220329,0.106866251,NP,10,,12.8,,0.04,,6,6.4,70
55,19,1.704748092,0.209338843,NP,12.6,,60.5,,0.082,,6,14.9,24
68,2,1.580450376,0.021273215,NP,10.3,,27.6,,0.048,,7,6.9,70
33,3,1.887069649,0.008265263,NP,11.2,,72.5,,0.082,,7,11.6,9
48,6,2.48490665,0.078125,NP,18.6,,13.4,,0.064,,7,9.6,70
34,6,0.3074847,0.045541869,NP,9,,167.1,,0.135,,7,18.1,30
,,,,NP,15.9,,2.4,,0.29,,8,36.1,58
48,4,1.568615918,0.016944444,NP,17,,38.3,,0.072,,9,8.4,47
155,50,2.404367787,0.124466436,NP,12.3,,52.8,,0.068,,9,8,0
114,22,2.171249091,0.060910867,NP,14.9,,34.9,,0.073,,10,7.7,46
135,25,2.507379506,0.067351404,NP,7.1,,12.7,,0.03,,10,3.4,5
100,2,1.514127733,0.074780165,NP,6.4,,6.3,,0.04,,11,3.5,67
180,28,2.248517872,0.049128279,NP,17.3,,2.8,,0.154,,11,14.3,42
120,37,2.222542385,0.148323882,NP,14.7,,9.6,,0.096,,11,9.2,9
172,4,1.650986915,0.033598684,NP,17.3,,1.5,,0.109,,12,9.5,5
166,28,2.278774444,0.059593023,NP,14.8,,6.3,,0.078,,12,6.8,9
218,37,1.720933417,0.052475137,NP,14.8,,4.9,,0.097,,12,8.3,3
32,23,2.079441542,0.579101563,NP,13,,74.5,,0.206,,20,10.5,5
2.2,1.7,2.061423036,0.751444173,NP,18,,12.2,,,3.6,,,
52.8,5.8,1.653975767,0.012067016,NP,10.1,73.98,182.9,,,7.6,8.05,36.88,
,,,,NP,10.3,79.74,201.5,,,7.6,11.15,40.62,
69.4,11.7,0.780420578,0.185417251,NP,11.5,83.16,226.3,,,7.6,12.08,45.62,
,,,,NP,,,,,,,,,
,,,,NP,,,,,,,,,
,,,,NP,23.9,46.44,1976.03424,,,6.13,92.91,4.7,
,,,,NP,18.6,,,,0.441,,6,163,0.6
,,,,NP,18.6,,,,0.441,,6,163,60
,,,,NP,14.6,,,,0.457,,7,145,0.6
,,,,NP,14.6,,,,0.457,,7,145,60
46.46,9.823296654,1.752919636,0.058815788,NP,,,0.1,1.2,0.062,1.1,18.6,,
35.88,6.693750817,0.655406853,0.037439021,NP,,,5.2,8.3,0.079,1.7,19.8,,
41.44,7.513933723,0.870077889,0.035887488,NP,,,0.1,1.2,0.077,1.3,20,,
46.8,5.782856437,1.648658626,0.020982671,NP,,,1.2,4.1,0.079,1.7,21.9,,
2.8,0.1,0,0.06377551,NP,,,,,,,,,3
5.2,0.6,0.693147181,0.066568047,NP,,,,,,,,,6.5
24.9,1.9,-0.008000043,0.016552475,NP,,,,,,,,,0
13.5,2,-0.091937495,0.040209379,NP,,,,,,,,,20
77,4.6,0.283362411,0.08947853,NP,,,,,,,,,0
68.6,6.5,-0.097163748,0.03544875,NP,,,,,,,,,0
33.8,5.110079675,0.53680111,0.031785714,NP,,,7.7,11.9,0.11,2,22.1,,
18.26,1.746195865,0.634650974,0.021615498,NP,,,1.3,5,0.096,1.3,22.3,,
15.36,4.112253466,1.473305738,0.167308228,NP,,,1.5,5.5,0.16,1.3,24.1,,
66.57,6.587920765,1.215606992,0.015630051,NP,,,0.4,2.9,0.11,4,25.3,,
198.85,23.24481509,1.880083798,0.019534498,NP,,,1.2,6.1,0.1,4.9,25.5,,
42.55,5.476705214,0.209720531,0.023068424,NP,,,1,3.2,0.12,5.5,25.7,,
178.4,17.68873734,1.54644206,0.074666916,NP,,,0.9,12.7,0.17,6.8,26.6,,
70.2,6.735326909,1.483144187,0.027303658,NP,,,0.1,2.6,0.12,5.3,27.3,,
132.16,5.608992779,1.603102094,0.072857821,NP,,,0.6,2.4,0.17,5.7,27.9,,
38.5,3.874135848,-0.443686321,0.013707123,NP,,,47.8,50.9,0.13,6.8,28.8,,
238.8,23.7361689,2.654247495,0.045594187,NP,,,0,0.7,0.071,5.1,28.8,,
29.9,2.347159377,-0.007662873,0.020846758,NP,,,0.5,3.6,0.12,6.8,29,,
52.08,5.741280345,1.460402333,0.016755013,NP,,,0.2,3.5,0.14,7.2,29.9,,
19.72,4.713216978,0.961411167,0.064732097,NP,,,0,2.5,0.087,6.2,30.3,,
22.47,5.794195371,0.498441565,0.078699898,NP,,,0.3,5.3,0.17,8,30.8,,
109.56,14.71793658,1.762083701,0.025477226,NP,,,1.5,5.4,0.2,3.1,31.3,,
100.8,22.3754968,2.1690537,0.052030468,NP,,,15,22.4,0.21,1.5,32.4,,
273.88,28.82357071,1.889167657,0.01725166,NP,,,0.6,5.7,0.23,2.6,32.4,,
28.89,8.980435879,-1.577146408,0.101133558,NP,,,36,42.2,0.17,8.7,36.1,,
29.87,12.82433457,0.317240875,0.31235676,NP,,,2,6.2,0.16,1.5,37.2,,
254.76,32.76196052,1.966853323,0.022111846,NP,,,2.3,12.3,0.19,5.5,37.2,,
18,3.991304835,0.446287103,0.050718353,NP,,,2.2,4.4,0.091,14.8,41,,
60.9,8.768775774,0.628608659,0.027291869,NP,,,3.3,5.9,0.16,16.4,41.8,,
82.65,16.00301579,2.394392642,0.040871451,NP,,,1.1,5,0.17,1.9,41.8,,
16.1,5.95294045,0,0.14994599,NP,,,2.2,11,0.25,5.6,42,,
81.6,6.894071988,1.552279499,0.028742852,NP,,,1.1,6.6,0.19,7.1,45.2,,
92.22,13.70121215,1.542543678,0.023587165,NP,,,19.2,25.2,0.17,1.8,47.6,,
63.46,7.755830986,0.827534371,0.025659763,NP,,,1.1,6.6,0.21,7.6,50.6,,
62.4,10.12944788,0.607204751,0.084008265,NP,,,0.2,8.6,0.12,3.2,51,,
10.44,5.918923647,0.3254224,0.368977177,NP,,,2.8,7.9,0.22,6.1,58.5,,
62.7,13.96956692,1.315198439,0.063700415,NP,,,0.9,5.1,0.15,16.5,62.5,,
42.63,16.66067397,1.854938371,0.157061412,NP,,,0.9,6,0.25,7.4,63.1,,
36.75,4.34659144,2.505525937,0.017957134,NP,,,0.7,6,0.19,7.9,78.6,,
16,4.535573676,1.386294361,0.089285714,NP,,,0.7,6.1,0.19,17.5,89.9,,
75.2,5.5,2.633752277,0.033126988,NP,7.3,,,56.7,,2.2,,58,
100,9.6,-0.126632651,0.011738075,NP,7.5,,,58.2,,7.2,,18,
110.8,25.1,-0.023194617,0.051317788,NP,7.3,,,40.4,,4.1,,22,
7.4,2.4,2.00148,0.145186267,NP,6.8,,,85.7,,1.7,,122,
57.6,9.3,0.264797779,0.099777358,NP,5.8,,,78.4,,3.7,,47,
202.5,12.2,2.622892393,0.051017353,NP,6,,,86.5,,,,,
62.7,13.5,0.240437367,0.387623347,NP,6.8,,,66.1,,3.4,,43,
2.3,0.7,-0.693147181,0.172495274,NP,,,,39,,7,,11.7,
4.1,0.8,1.767661918,0.058480739,NP,,,,37,,2,,33.9,
2.8,0.9,0.15415068,0.214427438,NP,,,,40,,5,,15.3,
7.6,1.3,2.944438979,0.029337128,NP,,,,17,,5,,7.3,
16.5,1.5,7.408530567,0.133264463,NP,,,,11,,5,,4.8,
4.5,1.5,1.504077397,0.121111111,NP,,,,16,,5,,6.9,
11.6,2,2.188640834,0.17765551,NP,,,,44,,10,,9.5,
7.4,2.3,1.90616982,0.129661211,NP,,,,40,,3,,26.3,
16,4.4,2.510224458,0.075632396,NP,,,,22,,4,,12.7,
16,4.9,3.688879454,0.093867188,NP,,,,48,,7,,14.7,
16.7,5,-0.306956205,0.15719527,NP,,,,219,,4,,112.7,
48.7,5.3,3.623314766,0.011851271,NP,,,,32,,2,,35.8,
36.5,5.3,-0.042902022,0.08066675,NP,,,,57,,13,,9.5,
22.7,5.9,0.925140347,0.138665304,NP,,,,25,,9,,5.8,
45,8.1,0.022472856,0.066289463,NP,,,,5996,,7,,1950,
97.4,9.3,-0.133403048,0.016098848,NP,,,,58,,7,,17.9,
74.9,10.7,0.538805788,0.028786486,NP,,,,8695,,40,,480.7,
66.2,12.4,3.061278351,0.035086778,NP,,,,28,,3,,21.7,
31.8,12.6,0.003149609,0.243064494,NP,,,,415,,85,,10.8,
26,12.7,-0.166166117,0.330362226,NP,,,,26,,4,,13.4,
23.4,13.2,2.682732393,0.318216586,NP,,,,44,,3,,28.8,
73.8,14.9,-0.48279411,0.068169818,NP,,,,18,,21,,1.9,
94.5,15.5,3.295836866,0.386902942,NP,,,,57,,2,,57,
76,24.3,3.232121052,0.102233037,NP,,,,21,,4,,11.7,
138.9,24.4,0.173291179,0.053823229,NP,,,,40,,4,,22.8,
139.5,28.9,2.676301503,0.095436131,NP,,,,13,,4,,6.7,
133.3,30,1.38704483,0.091132245,NP,,,,56,,5,,27.5,
212.7,30.8,2.85844677,0.02096854,NP,,,,76,,10,,17.3,
7.2,2.4,2.197224577,0.126736111,NP,,,,86,,2,,111.5,
60.2,12.3,0.940671931,0.215652973,NP,,,,78,,4,,46.9,
