Ref,PDF,Source,Site Name,Site Location,Ecoregion,Landmarks,Latitude,Latitude Converted,Latitude_GoogleEarth,Longitude_GoogleEarth,Chla_Instrument,Chla_Extraction,Chla_Acidification,Base,Substrate,Substrate Sub-category,NDS Category,NDS Sub-category,Orientation to surface,Starting Replicates,Days,Agar Percent,Nitrogen Molarity,Nitrogen Source,Phosphorus Molarity,Phosphorus Source,Design,Year,Season,Month,Order,Order Code,Catchment_km2,Stream Substrate,Substrate Code,Koppen 1st,Koppen full,Elevation_m,Depth_m,Velocity_m_sec,Slope_percent,Discharge_m3_sec,Turbidity_NTU,Primary Land Use,Secondary Land Use,Canopy_Percent,Canopy_Qual,Temp_C,pH,Cond_uS_cm,DO_mg_L,NH4_ug_L,NO3_ug_L,DIN_ug_L,TN_mg_L,SRP_ug_L,TP_ug_L,NO3_SRP_Ratio,Control_mean_mg_m2,Control SE,Control SD,Control Count,N_mean_mg_m2,N SE,N SD,Nitrogen Count,N Tstat,N Pval 1Tail,N Lim,N Pval 2Tail,N LRR Effect,N LRR Variance,P_mean_mg_m2,P SE,P SD,Phosphorus Count,P Tstat,P Pval 1Tail,P Lim,P Pval 2Tail,P LRR Effect,P LRR Variance,NP_mean_mg_m2,NP SE,NP SD,NP Count,NP Tstat,NP Pval 1Tail,NP Lim,NP Pval 2Tail,NP LRR,NP LRR Variance,Macroinverts Collected,Macroinverts Excluded,NDS Treatment,Independence Issues,Red Flags,Purpose,Notes,Page
Von Schiller 2007,Yes,Web of Science 1st Searches,Santa Fe,Spain,NA,,,,,,Spectrophotometer,90% Acetone,Yes,Plastic vial,Filter,Filter,Vial,Vial,,6,33,2,0.5,NaNO3,0.5,NaH2PO4,Block  ,2005,Summer,,NA,,,"Cobbles, Pebbles, Sand",Mixed,C,Cfb,1180,,,,0.0079,,Forest,,,Open,13.5,,61.6,,8.4,228.6,238.8,,22.9,,23.6,13.2,4.8,11.75755077,6,10.8,2.4,5.878775383,6,0.447213595,0.332125736,No,0.664251472,-0.200670695,0.181614121,7.9,2.2,5.388877434,6,1.003759075,0.169582245,No,0.339164491,-0.51335407,0.209783079,3.8,1,2.449489743,6,1.917169988,0.042100909,No,0.084201819,-1.245215763,0.201483483,No,No,Inorganic nitrogen form; canopy ,Yes,No,NDS accrual and nitrogen uptake with different forms of N and different light levels among sites,Said 6 or 7 reps so assumed 6 for all; chla given per day so multiplied by # of days,
Von Schiller 2007,Yes,Web of Science 1st Searches,Gualba Von Schiller,Spain,NA,,,,,,Spectrophotometer,90% Acetone,Yes,Plastic vial,Filter,Filter,Vial,Vial,,6,18,2,0.5,NH4Cl,0.5,NaH2PO4,Block  ,2005,Summer,,NA,,,"Cobbles, Pebbles, Sand",Mixed,C,Cfb,176,,,,0.0056,,Urban,,,Open,19.2,,156.3,,16.7,369.9,390,,12.7,,72.4,21.1,6.1,14.94188743,6,12.6,1.3,3.184336666,6,1.362837657,0.101416449,No,0.202832899,-0.515576227,0.094223535,,,,,,,,,,,7.8,3.6,8.818163074,6,1.877714632,0.044930462,No,0.089860923,-0.995149307,0.296596287,No,No,Inorganic nitrogen form; canopy ,Yes,No,NDS accrual and nitrogen uptake with different forms of N and different light levels among sites,Said 6 or 7 reps so assumed 6 for all; chla given per day so multiplied by # of days,
Von Schiller 2007,Yes,Web of Science 1st Searches,Santa Fe  ,Spain,NA,,,,,,Spectrophotometer,90% Acetone,Yes,Plastic vial,Filter,Filter,Vial,Vial,,6,37,2,0.5,NaNO3,0.5,NaH2PO4,Block  ,2004,Summer,,NA,,,"Cobbles, Pebbles, Sand",Mixed,C,Cfb,1180,,,,0.0184,,Forest,,,Closed,12.1,,59.8,,4.1,133.9,140.3,,16.6,,20.8,14.5,4.2,10.28785692,6,17.9,4.4,10.77775487,6,-0.558956557,0.294244525,No,0.58848905,0.210652063,0.144322702,,,,,,,,,,,6.5,1.3,3.184336666,6,1.819592173,0.049421359,No,0.098842717,-0.802346473,0.123900119,No,No,Inorganic nitrogen form; canopy ,Yes,No,NDS accrual and nitrogen uptake with different forms of N and different light levels among sites,Said 6 or 7 reps so assumed 6 for all; chla given per day so multiplied by # of days,
Von Schiller 2007,Yes,Web of Science 1st Searches,Santa Fe,Spain,NA,,,,,,Spectrophotometer,90% Acetone,Yes,Plastic vial,Filter,Filter,Vial,Vial,,6,37,2,0.5,NH4Cl,0.5,NaH2PO4,Block  ,2004,Summer,,NA,,,"Cobbles, Pebbles, Sand",Mixed,C,Cfb,1180,,,,0.0184,,Forest,,,Closed,12.1,,59.8,,4.1,133.9,140.3,,16.6,,20.8,14.5,4.2,10.28785692,6,18.7,4.4,10.77775487,6,-0.690475747,0.252802357,No,0.505604713,0.254374874,0.139263441,7.3,1,2.449489743,6,1.667667797,0.063172566,No,0.126345132,-0.686274301,0.102665366,6.8,2.3,5.633826408,6,1.608009824,0.069456144,No,0.138912287,-0.757226037,0.198303233,No,No,Inorganic nitrogen form; canopy ,Yes,No,NDS accrual and nitrogen uptake with different forms of N and different light levels among sites,Said 6 or 7 reps so assumed 6 for all; chla given per day so multiplied by # of days,
Von Schiller 2007,Yes,Web of Science 1st Searches,Gualba Von Schiller,Spain,NA,,,,,,Spectrophotometer,90% Acetone,Yes,Plastic vial,Filter,Filter,Vial,Vial,,6,64,2,0.5,NaNO3,0.5,NaH2PO4,Block  ,2004,Summer,,NA,,,"Cobbles, Pebbles, Sand",Mixed,C,Cfb,176,,,,0.0503,,Urban,,,Closed,18.8,,148.2,,9.3,397.6,418.3,,14,,72.7,4.1,0.9,2.204540769,6,6.4,3.2,7.838367177,6,-0.691905363,0.252372011,No,0.504744022,0.445311017,0.298185604,7.3,3.7,9.063112048,6,-0.84036117,0.210172265,No,0.42034453,0.576887374,0.305081832,7.3,1.8,4.409081537,6,-1.590092784,0.071449016,No,0.142898032,0.576887374,0.108985003,No,No,Inorganic nitrogen form; canopy ,Yes,No,NDS accrual and nitrogen uptake with different forms of N and different light levels among sites,Said 6 or 7 reps so assumed 6 for all; chla given per day so multiplied by # of days,
Von Schiller 2007,Yes,Web of Science 1st Searches,Gualba Von Schiller,Spain,NA,,,,,,Spectrophotometer,90% Acetone,Yes,Plastic vial,Filter,Filter,Vial,Vial,,6,64,2,0.5,NH4Cl,0.5,NaH2PO4,Block  ,2004,Summer,,NA,,,"Cobbles, Pebbles, Sand",Mixed,C,Cfb,176,,,,0.0503,,Urban,,,Closed,18.8,,148.2,,9.3,397.6,418.3,,14,,72.7,4.1,0.9,2.204540769,6,3.7,0.4,0.979795897,6,0.406138466,0.346597781,No,0.693195562,-0.102654154,0.059872967,,,,,,,,,,,6.4,1.8,4.409081537,6,-1.142879188,0.139856316,No,0.279712633,0.445311017,0.127287166,No,No,Inorganic nitrogen form; canopy ,Yes,No,NDS accrual and nitrogen uptake with different forms of N and different light levels among sites,Said 6 or 7 reps so assumed 6 for all; chla given per day so multiplied by # of days,
Von Schiller 2007,Yes,Web of Science 1st Searches,Santa Coloma,Spain,NA,,,,,,Spectrophotometer,90% Acetone,Yes,Plastic vial,Filter,Filter,Vial,Vial,,6,18,2,0.5,NH4Cl,0.5,NaH2PO4,Block  ,2005,Summer,,NA,,,"Cobbles, Pebbles, Sand",Mixed,C,Cfb,298,,,,0.0232,,Agriculture,,,Closed,19.8,,331,,20.5,791.3,817,,15.4,,123.9,7.3,3.3,8.083316151,6,9.5,4.4,10.77775487,6,-0.4,0.348783705,No,0.69756741,0.26341745,0.418868773,,,,,,,,,,,3.8,1.4,3.42928564,6,0.976374617,0.175953332,No,0.351906664,-0.652873281,0.340087609,No,No,Inorganic nitrogen form; canopy ,Yes,No,NDS accrual and nitrogen uptake with different forms of N and different light levels among sites,Said 6 or 7 reps so assumed 6 for all; chla given per day so multiplied by # of days,
Von Schiller 2007,Yes,Web of Science 1st Searches,Santa Coloma,Spain,NA,,,,,,Spectrophotometer,90% Acetone,Yes,Plastic vial,Filter,Filter,Vial,Vial,,6,18,2,0.5,NaNO3,0.5,NaH2PO4,Block  ,2005,Summer,,NA,,,"Cobbles, Pebbles, Sand",Mixed,C,Cfb,298,,,,0.0232,,Agriculture,,,Open,19.8,,331,,20.5,791.3,817,,15.4,,123.9,18.2,5.2,12.73734666,6,8.9,2.5,6.123724357,6,1.611855298,0.069034911,No,0.138069822,-0.715370317,0.160536832,10.5,1.4,3.42928564,6,1.429854104,0.091624797,No,0.183249595,-0.550046337,0.099410431,12.7,4.5,11.02270384,6,0.799793799,0.221207255,No,0.44241451,-0.359819601,0.207182904,No,No,Inorganic nitrogen form; canopy ,Yes,No,NDS accrual and nitrogen uptake with different forms of N and different light levels among sites,Said 6 or 7 reps so assumed 6 for all; chla given per day so multiplied by # of days,
Von Schiller 2007,Yes,Web of Science 1st Searches,Santa Fe,Spain,NA,,,,,,Spectrophotometer,90% Acetone,Yes,Plastic vial,Filter,Filter,Vial,Vial,,6,33,2,0.5,NH4Cl,0.5,NaH2PO4,Block  ,2005,Summer,,NA,,,"Cobbles, Pebbles, Sand",Mixed,C,Cfb,1180,,,,0.0079,,Forest,,,Open,13.5,,61.6,,8.4,228.6,238.8,,22.9,,23.6,13.2,4.8,11.75755077,6,5.3,1.4,3.42928564,6,1.579999999,0.07259378,No,0.145187561,-0.912510009,0.202007126,,,,,,,,,,,8.4,3.8,9.308061023,6,0.784045824,0.225592609,No,0.451185218,-0.451985124,0.336879931,No,No,Inorganic nitrogen form; canopy ,Yes,No,NDS accrual and nitrogen uptake with different forms of N and different light levels among sites,Said 6 or 7 reps so assumed 6 for all; chla given per day so multiplied by # of days,
Von Schiller 2007,Yes,Web of Science 1st Searches,Santa Fe,Spain,NA,,,,,,Spectrophotometer,90% Acetone,Yes,Plastic vial,Filter,Filter,Vial,Vial,,6,33,2,0.5,NH4Cl,0.5,NaH2PO4,Block  ,2005,Summer,,NA,,,"Cobbles, Pebbles, Sand",Mixed,C,Cfb,1180,,,,0.0079,,Forest,,,Closed,13.5,,61.6,,8.4,228.6,238.8,,22.9,,23.6,4.6,0.4,0.979795897,6,3.8,1.2,2.939387691,6,0.632455532,0.270639759,No,0.541279517,-0.191055237,0.107284428,,,,,,,,,,,5.3,1.2,2.939387691,6,-0.553398591,0.296073542,No,0.592147085,0.141650517,0.058825232,No,No,Inorganic nitrogen form; canopy ,Yes,No,NDS accrual and nitrogen uptake with different forms of N and different light levels among sites,Said 6 or 7 reps so assumed 6 for all; chla given per day so multiplied by # of days,
Von Schiller 2007,Yes,Web of Science 1st Searches,Santa Coloma,Spain,NA,,,,,,Spectrophotometer,90% Acetone,Yes,Plastic vial,Filter,Filter,Vial,Vial,,6,18,2,0.5,NaNO3,0.5,NaH2PO4,Block  ,2005,Summer,,NA,,,"Cobbles, Pebbles, Sand",Mixed,C,Cfb,298,,,,0.0232,,Agriculture,,,Closed,19.8,,331,,20.5,791.3,817,,15.4,,123.9,7.3,3.3,8.083316151,6,8.6,3.6,8.818163074,6,-0.266194551,0.397748688,No,0.795497377,0.163887855,0.379583391,4.4,1.8,4.409081537,6,0.771483988,0.229131219,No,0.458262437,-0.506269807,0.371708909,8.8,3.8,9.308061023,6,-0.298039389,0.385886744,No,0.771773487,0.186877373,0.390820479,No,No,Inorganic nitrogen form; canopy ,Yes,No,NDS accrual and nitrogen uptake with different forms of N and different light levels among sites,Said 6 or 7 reps so assumed 6 for all; chla given per day so multiplied by # of days,
Von Schiller 2007,Yes,Web of Science 1st Searches,Santa Fe,Spain,NA,,,,,,Spectrophotometer,90% Acetone,Yes,Plastic vial,Filter,Filter,Vial,Vial,,6,33,2,0.5,NaNO3,0.5,NaH2PO4,Block  ,2005,Summer,,NA,,,"Cobbles, Pebbles, Sand",Mixed,C,Cfb,1180,,,,0.0079,,Forest,,,Closed,13.5,,61.6,,8.4,228.6,238.8,,22.9,,23.6,4.6,0.4,0.979795897,6,7.2,2.2,5.388877434,6,-1.162755348,0.135962678,No,0.271925356,0.448024723,0.100925634,4.3,2.4,5.878775383,6,0.12329924,0.452156555,No,0.904313111,-0.067441281,0.319081177,4.8,1,2.449489743,6,-0.185695338,0.428198123,No,0.856396245,0.042559614,0.050964214,No,No,Inorganic nitrogen form; canopy ,Yes,No,NDS accrual and nitrogen uptake with different forms of N and different light levels among sites,Said 6 or 7 reps so assumed 6 for all; chla given per day so multiplied by # of days,
Von Schiller 2007,Yes,Web of Science 1st Searches,Santa Coloma,Spain,NA,,,,,,Spectrophotometer,90% Acetone,Yes,Plastic vial,Filter,Filter,Vial,Vial,,6,18,2,0.5,NH4Cl,0.5,NaH2PO4,Block  ,2005,Summer,,NA,,,"Cobbles, Pebbles, Sand",Mixed,C,Cfb,298,,,,0.0232,,Agriculture,,,Open,19.8,,331,,20.5,791.3,817,,15.4,,123.9,18.2,5.2,12.73734666,6,17.8,3.7,9.063112048,6,0.062676219,0.475629708,No,0.951259417,-0.022223137,0.124840581,,,,,,,,,,,19.3,6.4,15.67673435,6,-0.133394594,0.448263787,No,0.896527573,0.058683502,0.191595337,No,No,Inorganic nitrogen form; canopy ,Yes,No,NDS accrual and nitrogen uptake with different forms of N and different light levels among sites,Said 6 or 7 reps so assumed 6 for all; chla given per day so multiplied by # of days,
Winterbourn 1989,Yes,Keck and Lepori Refs,Steep Bush,New Zealand,NA,,,,,,NA,90% Acetone,Yes,Plastic vial,Mesh ,Mesh,Vial,Vial,Parallel,5,42,2,0.66,NaNO3,0.06,KH2PO4,Alternating Trt,1988,Fall,March,NA,,,,,C,Cfb,,,0.15,,,,Grassland,,,Closed,9.5,,,,,,,,,,,6.2,1.7,3.801315562,5,,,,,,,,,,,,,,,,,,,,,49.4,3.8,8.497058314,5,-10.37730223,3.22E-06,Yes,6.43E-06,2.075401132,0.081099262,No,No,No,No,No,Nutrient limitation in NZ streams of with different LU/ light; completed complementary grazer exclusion studies,"Total pigment measured, so no phaeophytin correction",
Winterbourn 1989,Yes,Keck and Lepori Refs,Cass Spring,New Zealand,NA,,,,,,NA,90% Acetone,Yes,Plastic vial,Mesh ,Mesh,Vial,Vial,Parallel,5,42,2,0.66,NaNO3,0.06,KH2PO4,Alternating Trt,1988,Fall,March,NA,,,Cobbles and Gravels,Mixed,C,Cfb,,,0.13,,,,Forest,,,Open,9,,,,,,,,,,,12.3,2.8,6.260990337,5,,,,,,,,,,,,,,,,,,,,,86.8,15.5,34.65905365,5,-4.729896561,0.000741562,Yes,0.001483124,1.954007359,0.083708761,No,No,No,No,No,Nutrient limitation in NZ streams of with different LU/ light; completed complementary grazer exclusion studies,"Total pigment measured, so no phaeophytin correction",
Winterbourn 1989,Yes,Keck and Lepori Refs,Cass Spring,New Zealand,NA,,,,,,NA,90% Acetone,Yes,Petri dish,Filter,Filter,Vial,Petri,Parallel,6,34,2,0.66,NaNO3,0.06,KH2PO4,,1986,Spring,September,NA,,,Cobbles and Gravels,Mixed,C,Cfb,,,,,,,Forest,,,Open,,,,,,,,,,,,30.8,2.4,5.878775383,6,33.8,2,4.898979486,6,-0.960276599,0.179779468,No,0.359558936,0.092946113,0.009573128,36,5.3,12.98229564,6,-0.893766365,0.196224555,No,0.39244911,0.156004248,0.027746233,45.3,4,9.797958971,6,-3.108411856,0.005545315,Yes,0.01109063,0.385792343,0.013868779,No,No,Depth to control grazers,Yes,No,Test grazer reduction effects on NDS,"NDS control; Total pigment measured, so no phaeophytin correction",
Winterbourn 1989,Yes,Keck and Lepori Refs,Cass Spring,New Zealand,NA,,,,,,NA,90% Acetone,Yes,Petri dish,Filter,Filter,Vial,Petri,Parallel,6,36,2,0.66,NaNO3,0.06,KH2PO4,,1986,Spring,October,NA,,,Cobbles and Gravels,Mixed,C,Cfb,,,,,,,Forest,,,Open,,,,,,,,,,,,11.9,0.9,2.204540769,6,10,0.4,0.979795897,6,1.929157713,0.04127468,No,0.08254936,-0.173953307,0.007319935,12.9,1.8,4.409081537,6,-0.496903995,0.314999373,No,0.629998746,0.080688911,0.025189919,19.3,2.8,6.85857128,6,-2.516075483,0.015296209,Yes,0.030592419,0.483566696,0.02676748,No,Yes,Depth to control grazers,Yes,No,Test grazer reduction effects on NDS,"NDS raised above streambed; Total pigment measured, so no phaeophytin correction",
Winterbourn 1989,Yes,Keck and Lepori Refs,Middle Bush ,New Zealand,NA,,,,,,NA,90% Acetone,Yes,Plastic vial,Mesh ,Mesh,Vial,Vial,Parallel,5,42,2,0.66,NaNO3,0.06,KH2PO4,Alternating Trt,1988,Fall,March,NA,,,,,C,Cfb,,,0.16,,,,Grassland,,,Closed,9,,,,,,,,,,,4.3,1.6,3.577708764,5,,,,,,,,,,,,,,,,,,,,,47.8,17.9,40.0256168,5,-2.420517156,0.020908168,Yes,0.041816336,2.408410617,0.278686232,No,No,No,No,No,Nutrient limitation in NZ streams of with different LU/ light; completed complementary grazer exclusion studies,"Total pigment measured, so no phaeophytin correction",
Winterbourn 1989,Yes,Keck and Lepori Refs,Cass Spring,New Zealand,NA,,,,,,NA,90% Acetone,Yes,Petri dish,Filter,Filter,Vial,Petri,Parallel,6,30,2,0.66,NaNO3,0.06,KH2PO4,,1987,Winter,August,NA,,,Cobbles and Gravels,Mixed,C,Cfb,,,,,,,Forest,,,Open,,,,,,,,,,,,4.2,0.4,0.979795897,6,4.6,0.2,0.489897949,6,-0.894427191,0.19605611,No,0.39211222,0.090971778,0.010960654,4,0.4,0.979795897,6,0.353553391,0.365506905,No,0.731013811,-0.048790164,0.019070295,7.7,1.6,3.919183588,6,-2.122186719,0.029901516,Yes,0.059803031,0.606135804,0.052247896,No,Yes,Depth to control grazers,Yes,No,Test grazer reduction effects on NDS,"NDS raised above streambed; Total pigment measured, so no phaeophytin correction",
Winterbourn 1989,Yes,Keck and Lepori Refs,Slip Stream,New Zealand,NA,,,,,,NA,90% Acetone,Yes,Plastic vial,Mesh ,Mesh,Vial,Vial,Parallel,5,42,2,0.66,NaNO3,0.06,KH2PO4,Alternating Trt,1988,Fall,March,NA,,,Cobbles and Gravels,Mixed,C,Cfb,,,0.34,,,,Forest,,,Open,9.5,,,,,,,,,,,21,6.8,15.20526225,5,,,,,,,,,,,,,,,,,,,,,53.3,15.2,33.98823326,5,-1.939738785,0.044190971,Yes,0.088381941,0.931413893,0.186179234,No,No,No,No,No,Nutrient limitation in NZ streams of with different LU/ light; completed complementary grazer exclusion studies,"Total pigment measured, so no phaeophytin correction",
Winterbourn 1989,Yes,Keck and Lepori Refs,Slip Spring,New Zealand,NA,,,,,,NA,90% Acetone,Yes,Plastic vial,Mesh ,Mesh,Vial,Vial,Parallel,5,42,2,0.66,NaNO3,0.06,KH2PO4,Alternating Trt,1988,Fall,March,NA,,,Cobbles and Gravels,Mixed,C,Cfb,,,0.17,,,,Forest,,,Open,9,,,,,,,,,,,15.1,9.3,20.79543219,5,,,,,,,,,,,,,,,,,,,,,54.8,19.7,44.05053916,5,-1.822366783,0.052933868,No,0.105867735,1.28899545,0.508557846,No,No,No,No,No,Nutrient limitation in NZ streams of with different LU/ light; completed complementary grazer exclusion studies,"Total pigment measured, so no phaeophytin correction",
Winterbourn 1989,Yes,Keck and Lepori Refs,Cass Spring,New Zealand,NA,,,,,,NA,90% Acetone,Yes,Petri dish,Filter,Filter,Vial,Petri,Parallel,6,36,2,0.66,NaNO3,0.06,KH2PO4,,1986,Spring,October,NA,,,Cobbles and Gravels,Mixed,C,Cfb,,,,,,,Forest,,,Open,,,,,,,,,,,,5.6,0.8,1.959591794,6,9.4,0.7,1.71464282,6,-3.5747393,0.002527867,Yes,0.005055733,0.517943092,0.025953659,4.2,0.8,1.959591794,6,1.237436867,0.122096583,No,0.244193166,-0.287682072,0.056689342,6.5,0.7,1.71464282,6,-0.846648782,0.208495858,No,0.416991716,0.149035579,0.032005796,No,No,Depth to control grazers,Yes,No,Test grazer reduction effects on NDS,"NDS control; Total pigment measured, so no phaeophytin correction",
Winterbourn 1989,Yes,Keck and Lepori Refs,Reservoir Bush,New Zealand,NA,,,,,,NA,90% Acetone,Yes,Plastic vial,Mesh ,Mesh,Vial,Vial,Parallel,5,42,2,0.66,NaNO3,0.06,KH2PO4,Alternating Trt,1988,Fall,March,NA,,,,,C,Cfb,,,0.16,,,,Grassland,,,Closed,10,,,,,,,,,,,4.4,0.4,0.894427191,5,,,,,,,,,,,,,,,,,,,,,6,2.1,4.695742753,5,-0.748448432,0.237807785,No,0.475615571,0.310154928,0.130764463,No,No,No,No,No,Nutrient limitation in NZ streams of with different LU/ light; completed complementary grazer exclusion studies,"Total pigment measured, so no phaeophytin correction",
Winterbourn 1989,Yes,Keck and Lepori Refs,Cass Spring,New Zealand,NA,,,,,,NA,90% Acetone,Yes,Petri dish,Filter,Filter,Vial,Petri,Parallel,6,30,2,0.66,NaNO3,0.06,KH2PO4,,1987,Winter,August,NA,,,Cobbles and Gravels,Mixed,C,Cfb,,,,,,,Forest,,,Open,,,,,,,,,,,,3.1,0.3,0.734846923,6,2.5,0.4,0.979795897,6,1.2,0.12889815,No,0.257796301,-0.21511138,0.034965245,2.8,0.7,1.71464282,6,0.393919299,0.350954796,No,0.701909592,-0.101782694,0.071865245,2.8,0.4,0.979795897,6,0.6,0.280927591,No,0.561855182,-0.101782694,0.029773408,No,No,Depth to control grazers,Yes,No,Test grazer reduction effects on NDS,"NDS control; Total pigment measured, so no phaeophytin correction",
Winterbourn 1989,Yes,Keck and Lepori Refs,Cass Spring,New Zealand,NA,,,,,,NA,90% Acetone,Yes,Petri dish,Filter,Filter,Vial,Petri,Parallel,6,34,2,0.66,NaNO3,0.06,KH2PO4,,1986,Spring,September,NA,,,Cobbles and Gravels,Mixed,C,Cfb,,,,,,,Forest,,,Open,,,,,,,,,,,,24,1.4,3.42928564,6,39.7,5.8,14.20704051,6,-2.631325978,0.012552477,Yes,0.025104955,0.503297357,0.024746737,51.8,6.9,16.90147923,6,-3.948529039,0.001368398,Yes,0.002736797,0.769336319,0.021146252,,,,,,,,,,,No,Yes,Depth to control grazers,Yes,No,Test grazer reduction effects on NDS,"NDS raised above streambed; Total pigment measured, so no phaeophytin correction",
Winterbourn 1990,Yes,Wiley ,Site 1 Winter,New Zealand,NA,,,,,,NA,90% Acetone,Yes,Plastic cup,Mesh ,Mesh,Vial,Vial,Parallel,6,32,2,0.66,NaNO3,0.51,KH2PO4,,1987,Winter,Aug-Sept,NA,,0.04,,,C,Cfb,,,0.05,,,,Forest,,,Closed,9.5,,,,,,,,,,,1.2,0.2,0.489897949,6,3,0.8,1.959591794,6,-2.182820625,0.026993719,Yes,0.053987439,0.916290732,0.098888889,1.5,0.2,0.489897949,6,-1.060660171,0.156894791,No,0.313789583,0.223143551,0.045555556,6.8,0.3,0.734846923,6,-15.53160549,1.25E-08,Yes,2.50E-08,1.734601055,0.029724145,Yes,No,"Light, season",Yes,No,Effect of light and season on NDS and insects that colonize NDS; also had insecticide trt,N+P molarity is 0.33 and 0.03; Chlorophyll not corrected for phaeophyton,
Winterbourn 1990,Yes,Wiley ,Site 4 Winter,New Zealand,NA,,,,,,NA,90% Acetone,Yes,Plastic cup,Mesh ,Mesh,Vial,Vial,Parallel,6,30,2,1.5,NaNO3,0.09,KH2PO4,,1988,Winter,June-July,NA,,0.04,,,C,Cfb,,,0.05,,,,Shrubs,,,Open,5,,,,,,,,,,,13.9,2.5,6.123724357,6,,,,,,,,,,,,,,,,,,,,,73.7,6.5,15.92168333,6,-8.586779576,3.15E-06,Yes,6.30E-06,1.668113959,0.040126648,Yes,No,"Light, season",Yes,No,Effect of light and season on NDS and insects that colonize NDS; also had insecticide trt,Chlorophyll not corrected for phaeophyton,
Winterbourn 1990,Yes,Wiley ,Site 2 Winter,New Zealand,NA,,,,,,NA,90% Acetone,Yes,Plastic cup,Mesh ,Mesh,Vial,Vial,Parallel,6,25,2,1.5,NaNO3,0.09,KH2PO4,,1987,Winter,Oct-Nov,NA,,0.04,,,C,Cfb,,,0.05,,,,Forest,,,Closed,8.5,,,,,,,,,,,5,0.5,1.224744871,6,,,,,,,,,,,,,,,,,,,,,29.8,3,7.348469228,6,-8.154189771,4.98E-06,Yes,9.96E-06,1.785070481,0.020134679,Yes,No,"Light, season",Yes,No,Effect of light and season on NDS and insects that colonize NDS; also had insecticide trt,Chlorophyll not corrected for phaeophyton,
Winterbourn 1990,Yes,Wiley ,Site 1 Winter,New Zealand,NA,,,,,,NA,90% Acetone,Yes,Plastic cup,Mesh ,Mesh,Vial,Vial,Parallel,6,31,2,1.5,NaNO3,0.09,KH2PO4,,1988,Summer,Jan-Feb,NA,,0.04,,,C,Cfb,,,0.05,,,,Forest,,,Closed,11,,,,,,,,,,,7.5,2.5,6.123724357,6,,,,,,,,,,,,,,,,,,,,,50,5,12.24744871,6,-7.602631125,9.17E-06,Yes,1.83E-05,1.897119985,0.121111111,Yes,No,"Light, season",Yes,No,Effect of light and season on NDS and insects that colonize NDS; also had insecticide trt,Chlorophyll not corrected for phaeophyton,
Winterbourn 1990,Yes,Wiley ,Site 3 Winter,New Zealand,NA,,,,,,NA,90% Acetone,Yes,Plastic cup,Mesh ,Mesh,Vial,Vial,Parallel,6,30,2,1.5,NaNO3,0.09,KH2PO4,,1988,Winter,June-July,NA,,0.04,,,C,Cfb,,,0.05,,,,Shrubs,,,Open,5,,,,,,,,,,,13,1.5,3.674234614,6,,,,,,,,,,,,,,,,,,,,,26.9,1.1,2.694438717,6,-7.472686295,1.06E-05,Yes,2.13E-05,0.727176929,0.014985781,Yes,No,"Light, season",Yes,No,Effect of light and season on NDS and insects that colonize NDS; also had insecticide trt,Chlorophyll not corrected for phaeophyton,
Winterbourn 1990,Yes,Wiley ,Site 3 Winter,New Zealand,NA,,,,,,NA,90% Acetone,Yes,Plastic cup,Mesh ,Mesh,Vial,Vial,Parallel,6,31,2,1.5,NaNO3,0.09,KH2PO4,,1988,Summer,Jan-Feb,NA,,0.04,,,C,Cfb,,,0.05,,,,Shrubs,,,Open,13,,,,,,,,,,,4.5,0.5,1.224744871,6,,,,,,,,,,,,,,,,,,,,,47,6,14.69693846,6,-7.058865786,1.73E-05,Yes,3.46E-05,2.346070205,0.028642646,Yes,No,"Light, season",Yes,No,Effect of light and season on NDS and insects that colonize NDS; also had insecticide trt,Chlorophyll not corrected for phaeophyton,
Winterbourn 1990,Yes,Wiley ,Site 1 Winter,New Zealand,NA,,,,,,NA,90% Acetone,Yes,Plastic cup,Mesh ,Mesh,Vial,Vial,Parallel,6,25,2,1.5,NaNO3,0.09,KH2PO4,,1987,Winter,Oct-Nov,NA,,0.04,,,C,Cfb,,,0.05,,,,Forest,,,Closed,8.5,,,,,,,,,,,3.2,0.5,1.224744871,6,,,,,,,,,,,,,,,,,,,,,23.9,4,9.797958971,6,-5.135038012,0.000220466,Yes,0.000440931,2.010727649,0.052424777,Yes,No,"Light, season",Yes,No,Effect of light and season on NDS and insects that colonize NDS; also had insecticide trt,Chlorophyll not corrected for phaeophyton,
Winterbourn 1990,Yes,Wiley ,Site 4 Winter,New Zealand,NA,,,,,,NA,90% Acetone,Yes,Plastic cup,Mesh ,Mesh,Vial,Vial,Parallel,6,25,2,1.5,NaNO3,0.09,KH2PO4,,1987,Winter,Oct-Nov,NA,,0.04,,,C,Cfb,,,0.05,,,,Shrubs,,,Open,9.5,,,,,,,,,,,3.7,0.5,1.224744871,6,,,,,,,,,,,,,,,,,,,,,37.5,7.1,17.39137717,6,-4.748802497,0.000390823,Yes,0.000781646,2.316008113,0.054108616,Yes,No,"Light, season",Yes,No,Effect of light and season on NDS and insects that colonize NDS; also had insecticide trt,Chlorophyll not corrected for phaeophyton,
