Ref,PDF,Source,Site Name,Site Location,Ecoregion,Landmarks,Latitude,Latitude Converted,Latitude_GoogleEarth,Longitude_GoogleEarth,Base,Substrate,Substrate Sub-category,NDS Category,NDS Sub-category,Orientation to surface,Starting Replicates,Days,Agar Percent,Nitrogen Molarity,Nitrogen Source,Phosphorus Molarity,Phosphorus Source,Design,Year,Season,Month,Order,Order Code,Catchment_km2,Stream Substrate,Substrate Code,Koppen 1st,Koppen full,Elevation_m,Depth_m,Velocity_m_sec,Slope_percent,Discharge_m3_sec,Turbidity_NTU,Primary Land Use,Secondary Land Use,Canopy_Percent,Canopy_Qual,Temp_C,pH,Cond_uS_cm,DO_mg_L,NH4_ug_L,NO3_ug_L,DIN_ug_L,TN_mg_L,SRP_ug_L,TP_ug_L,NO3_SRP_Ratio,Control_mean_mg_m2,Control SE,Control SD,Control Count,N_mean_mg_m2,N SE,N SD,Nitrogen Count,N LRR Effect,N LRR Variance,P_mean_mg_m2,P SE,P SD,Phosphorus Count,P LRR Effect,P LRR Variance,NP_mean_mg_m2,NP SE,NP SD,NP Count,NP LRR,NP LRR Variance,Macroinverts Collected,Macroinverts Excluded,NDS Treatment,Independence Issues,Red Flags,Purpose,Notes,Page
Tank 2003,Yes,Web of Science 1st Searches,Gallina Creek,New Mexico,Northwestern Forested Mountains,Gallina Creek,36,36,,,Plastic vial,Filter,Filter,Vial,Vial,Parallel,5,21,2,0.5,KNO3,0.5,NaH2PO4,,,Fall,September,NA,,,,,D,Dfb,,0.03,0.099,,0.004,,Forest,,,Closed,7.2,,,,6.052942,18.59256,,,24.53235204,,2.5,7.8,2.2,4.91934955,5,13.3,8.4,18.78297101,5,0.533640302,0.478444892,4.2,0.4,0.894427191,5,-0.619039208,0.08862322,3.7,0.8,1.788854382,5,-0.745790914,0.126302378,No,No,Biome placement,No,No,"Compared across biomes (nutrient/light regimes), w/ inorganic substrate for hetero's","Had to convert NH4, NO3 as N to NH4 and NO3; PO4 as P to PO4",
Tank 2003,Yes,Web of Science 1st Searches,Mack Creek,Oregon,Northwestern Forested Mountains,Lat Long,44,44,,,Plastic vial,Filter,Filter,Vial,Vial,Parallel,5,21,2,0.5,KNO3,0.5,NaH2PO4,,,Summer,July,NA,,,,,D,Dsb,,0.16,0.076,,0.057,,Forest,,,Closed,13.1,,,,2.833292,262.06656,,,39.86507206,,10.5,48.7,11.7,26.16199534,5,59.5,8.4,18.78297101,5,0.200297282,0.077649132,64.2,9.6,21.46625258,5,0.276324181,0.080078367,64.8,4.6,10.2859127,5,0.285626573,0.062757583,No,No,Biome placement,No,No,"Compared across biomes (nutrient/light regimes), w/ inorganic substrate for hetero's","Had to convert NH4, NO3 as N to NH4 and NO3; PO4 as P to PO4",
Tank 2003,Yes,Web of Science 1st Searches,Sycamore Creek,Arizona,Temperate Sierras,"4 Peaks Wilderness, Fort McDowell",33,33,,,Plastic vial,Filter,Filter,Vial,Vial,Parallel,5,22,2,0.5,KNO3,0.5,NaH2PO4,,,Spring,May,NA,,,,,B,BWh,,0.04,0.286,,0.043,,Desert,,,Open,23,,,,7.72716,39.8412,,,42.93161607,,2.4,20.7,5.3,11.85116028,5,52.6,4.1,9.167878708,5,0.932582419,0.071631488,12.6,1.2,2.683281573,5,-0.496436886,0.074626084,82.7,4.9,10.95673309,5,1.385085902,0.069066387,No,No,Biome placement,No,No,"Compared across biomes (nutrient/light regimes), w/ inorganic substrate for hetero's","Had to convert NH4, NO3 as N to NH4 and NO3; PO4 as P to PO4",
Tank 2003,Yes,Web of Science 1st Searches,E1,Alaska,Tundra,Lat Long,68,68,,,Plastic vial,Filter,Filter,Vial,Vial,Parallel,5,21,2,0.5,KNO3,0.5,NaH2PO4,,,Summer,July,NA,,,,,D,Dfc,,0.1,0.13,,0.134,,Tundra,,,Open,9.8,,,,3.606008,60.20448,,,5.519779209,,20.2,4.8,1.1,2.459674775,5,3.9,0.8,1.788854382,5,-0.207639365,0.094594942,2.3,0.3,0.670820393,5,-0.735706795,0.069530594,15.8,3.4,7.602631123,5,1.191394022,0.098824043,No,No,Biome placement,No,No,"Compared across biomes (nutrient/light regimes), w/ inorganic substrate for hetero's","Had to convert NH4, NO3 as N to NH4 and NO3; PO4 as P to PO4",
Tank 2003,Yes,Web of Science 1st Searches,Upper Ball,North Carolina,Eastern Temperate Forests,Lat Long,35,35,,,Plastic vial,Filter,Filter,Vial,Vial,Parallel,5,42,2,0.5,KNO3,0.5,NaH2PO4,,,Fall,November,NA,,,,,C,Cfb,,0.18,0.106,,0.13,,Forest,,,Closed,7.2,,,,4.249938,10.18164,,,8.892977614,,4.3,2.4,0.6,1.341640786,5,2.9,1,2.236067977,5,0.189242,0.181406064,4.4,0.01,0.01,5,0.606135804,0.062501033,4.5,3.3,7.379024326,5,0.628608659,0.600277778,No,No,Biome placement,No,No,"Compared across biomes (nutrient/light regimes), w/ inorganic substrate for hetero's","Had to convert NH4, NO3 as N to NH4 and NO3; PO4 as P to PO4",
Tank 2003,Yes,Web of Science 1st Searches,Quedebra Bisley,Puerto Rico,NA,,18,18,,,Plastic vial,Filter,Filter,Vial,Vial,Parallel,5,21,2,0.5,KNO3,0.5,NaH2PO4,,,Winter,February,NA,,,,,A,Am,,0.13,0.03,,0.02,,Forest,,,Closed,22,,,,4.249938,739.2756,,,43.85157927,,26.4,2.8,0.9,2.01246118,5,3.2,0.6,1.341640786,5,0.133531393,0.138472577,0.9,0.2,0.447213595,5,-1.134979933,0.152699043,2.3,0.8,1.788854382,5,-0.196710294,0.224299313,No,No,Biome placement,No,No,"Compared across biomes (nutrient/light regimes), w/ inorganic substrate for hetero's","Had to convert NH4, NO3 as N to NH4 and NO3; PO4 as P to PO4",
Toetz 2004,Yes,Web of Science 1st Searches,N. Boulder Creek,Colorado,Northwestern Forested Mountains,Niwot Ridge LTER,,,,,Plastic vial,Glass disc,Glass disc,Vial,Vial,Parallel,5,21,2,0.05,NH4Cl,0.005,K2HPO3,Separate racks/trt,2001,Summer,July,3,Small,,,,D,Dfc,3250,,,,,,Forest,,,,9.3,,,,27.04506,247.89184,,,,,52,126.4,21.35310754,47.747,5,150.1,28.1082689,62.852,5,0.171850257,0.063605957,43.7,10.47642569,23.426,5,-1.06210338,0.086011233,286,118.5388828,265.061,5,0.816540329,0.200325018,No,No,No,No,No,Testing effect of humic acid and EDTA on chla accrual,"Had to convert NH4, NO3 as N to NH4 and NO3; converted sd to SE",
Volk 2008,Yes,Web of Science 1st Searches,Snider,Washington,Marine West Coast Forests,Google search,,,,,Plastic vial,Glass disc,Glass disc,Vial,Vial,Parallel,5,14,,0.1,NaNO3,0.1,K2HPO4,Random,2002,Summer,July,2 and 3,Small,2.63,,,C,Cfb,,,,8.2,0.02,,Forest,,20.8,,8.56,,,,,230.36,,,15.325,,10,3.1,0.9,1.558845727,3,14.6,0.5,1.118033989,5,1.549619417,0.085460029,13.4,2.6,5.813776741,5,1.463852595,0.121934784,,,,,,,No,No,Alder vs. Conifer and NDS concentrations,No,No,Nutrient dynamics of alder vs. conifer riparian cover,,
Volk 2008,Yes,Web of Science 1st Searches,Snider,Washington,Marine West Coast Forests,Google search,,,,,Plastic vial,Glass disc,Glass disc,Vial,Vial,Parallel,5,14,,0.05,NaNO3,0.05,K2HPO4,Random,2002,Summer,July,2 and 3,Small,2.63,,,C,Cfb,,,,8.2,0.02,,Forest,,20.8,,8.56,,,,,230.36,,,15.325,,10,3.1,0.9,1.558845727,3,12.6,0.7,1.565247584,5,1.402294702,0.087373621,14.7,3.3,7.379024326,5,1.556445382,0.134682869,,,,,,,No,No,Alder vs. Conifer and NDS concentrations,No,No,Nutrient dynamics of alder vs. conifer riparian cover,,
Volk 2008,Yes,Web of Science 1st Searches,Twin,Washington,Marine West Coast Forests,Google search,,,,,Plastic vial,Glass disc,Glass disc,Vial,Vial,Parallel,5,14,,0.5,NaNO3,0.5,K2HPO4,Random,2002,Summer,July,2 and 3,Small,6.66,,,C,Cfb,,,,6.8,0.05,,Forest,,27.4,,9.23,,,,,115.18,,,15.325,,5,10.1,3.5,6.062177826,3,21.8,1.1,2.459674775,5,0.769374546,0.122632348,20.9,1.6,3.577708764,5,0.727213735,0.125946938,,,,,,,No,No,Alder vs. Conifer and NDS concentrations,No,No,Nutrient dynamics of alder vs. conifer riparian cover,,
Volk 2008,Yes,Web of Science 1st Searches,Snider,Washington,Marine West Coast Forests,Google search,,,,,Plastic vial,Glass disc,Glass disc,Vial,Vial,Parallel,5,14,,0.5,NaNO3,0.5,K2HPO4,Random,2002,Summer,July,2 and 3,Small,2.63,,,C,Cfb,,,,8.2,0.02,,Forest,,20.8,,8.56,,,,,230.36,,,15.325,,10,3.1,0.9,1.558845727,3,14.5,2,4.472135955,5,1.542746538,0.103312171,9.7,0.5,1.118033989,5,1.140723774,0.086944231,,,,,,,No,No,Alder vs. Conifer and NDS concentrations,No,No,Nutrient dynamics of alder vs. conifer riparian cover,,
Volk 2008,Yes,Web of Science 1st Searches,West Twin,Washington,Marine West Coast Forests,Google search,,,,,Plastic vial,Glass disc,Glass disc,Vial,Vial,Parallel,5,14,,0.05,NaNO3,0.05,K2HPO4,Random,2002,Summer,July,2 and 3,Small,1.18,,,C,Cfb,,,,13.6,0.01,,Forest,,16.7,,9.14,,,,,283.52,,,15.325,,13,14.9,8.4,14.54922678,3,15.2,2.1,4.695742753,5,0.019934215,0.336911125,20.3,2.8,6.260990337,5,0.309259673,0.336848492,,,,,,,No,No,Alder vs. Conifer and NDS concentrations,No,No,Nutrient dynamics of alder vs. conifer riparian cover,,
Volk 2008,Yes,Web of Science 1st Searches,Twin,Washington,Marine West Coast Forests,Google search,,,,,Plastic vial,Glass disc,Glass disc,Vial,Vial,Parallel,5,14,,0.05,NaNO3,0.05,K2HPO4,Random,2002,Summer,July,2 and 3,Small,6.66,,,C,Cfb,,,,6.8,0.05,,Forest,,27.4,,9.23,,,,,115.18,,,15.325,,5,10.1,3.5,6.062177826,3,24.2,2.5,5.590169944,5,0.873817209,0.130758351,30.3,2.8,6.260990337,5,1.098612289,0.128625734,,,,,,,No,No,Alder vs. Conifer and NDS concentrations,No,No,Nutrient dynamics of alder vs. conifer riparian cover,,
Volk 2008,Yes,Web of Science 1st Searches,Twin,Washington,Marine West Coast Forests,Google search,,,,,Plastic vial,Glass disc,Glass disc,Vial,Vial,Parallel,5,14,,0.1,NaNO3,0.1,K2HPO4,Random,2002,Summer,July,2 and 3,Small,6.66,,,C,Cfb,,,,6.8,0.05,,Forest,,27.4,,9.23,,,,,115.18,,,15.325,,5,10.1,3.5,6.062177826,3,24.3,3.2,7.155417528,5,0.877940926,0.137427796,21.9,2,4.472135955,5,0.773951213,0.128426376,,,,,,,No,No,Alder vs. Conifer and NDS concentrations,No,No,Nutrient dynamics of alder vs. conifer riparian cover,,
Volk 2008,Yes,Web of Science 1st Searches,Canyon,Washington,Marine West Coast Forests,Outside Olympic Park,,,,,Plastic vial,Glass disc,Glass disc,Vial,Vial,Parallel,5,14,,0.05,NaNO3,0.05,K2HPO4,Random,2002,Summer,July,2 and 3,Small,3.49,,,C,Cfb,,,,5.2,0.03,,Forest,,44.1,,9.45,,,,,407.56,,,27.585,,10,2.3,1.1,1.905255888,3,23.3,3.9,8.720665112,5,2.315544238,0.256750185,19.9,2.3,5.142956348,5,2.157810609,0.242091708,,,,,,,No,No,Alder vs. Conifer and NDS concentrations,No,No,Nutrient dynamics of alder vs. conifer riparian cover,,
Volk 2008,Yes,Web of Science 1st Searches,West Twin,Washington,Marine West Coast Forests,Google search,,,,,Plastic vial,Glass disc,Glass disc,Vial,Vial,Parallel,5,14,,0.1,NaNO3,0.1,K2HPO4,Random,2002,Summer,July,2 and 3,Small,1.18,,,C,Cfb,,,,13.6,0.01,,Forest,,16.7,,9.14,,,,,283.52,,,15.325,,13,14.9,8.4,14.54922678,3,16.8,3.9,8.720665112,5,0.120017673,0.371713828,20.4,3.5,7.826237921,5,0.314173688,0.347259315,,,,,,,No,No,Alder vs. Conifer and NDS concentrations,No,No,Nutrient dynamics of alder vs. conifer riparian cover,,
Volk 2008,Yes,Web of Science 1st Searches,Alder,Washington,Marine West Coast Forests,Outside Olympic Park,,,,,Plastic vial,Glass disc,Glass disc,Vial,Vial,Parallel,5,14,,0.5,NaNO3,0.5,K2HPO4,Random,2002,Summer,July,2 and 3,Small,13.27,,,C,Cfb,,,,3.2,0.02,,Forest,,60.4,,10.39,,,,,695.51,,,21.455,,22,6.3,4.4,7.621023553,3,17.5,4.1,9.167878708,5,1.021651248,0.542670093,22,8.4,18.78297101,5,1.25049282,0.633565421,,,,,,,No,No,Alder vs. Conifer and NDS concentrations,No,No,Nutrient dynamics of alder vs. conifer riparian cover,,
Volk 2008,Yes,Web of Science 1st Searches,Lindner,Washington,Marine West Coast Forests,Outside Olympic Park,,,,,Plastic vial,Glass disc,Glass disc,Vial,Vial,Parallel,5,14,,0.5,NaNO3,0.5,K2HPO4,Random,2002,Summer,July,2 and 3,Small,2.41,,,C,Cfb,,,,9.5,0.01,,Forest,,54.2,,9.55,,,,,287.95,,,24.52,,8,10.9,7,12.12435565,3,20.6,4.3,9.615092303,5,0.636528287,0.455994693,18.9,0.6,1.341640786,5,0.550399133,0.413431007,,,,,,,No,No,Alder vs. Conifer and NDS concentrations,No,No,Nutrient dynamics of alder vs. conifer riparian cover,,
Volk 2008,Yes,Web of Science 1st Searches,Alder,Washington,Marine West Coast Forests,Outside Olympic Park,,,,,Plastic vial,Glass disc,Glass disc,Vial,Vial,Parallel,5,14,,0.1,NaNO3,0.1,K2HPO4,Random,2002,Summer,July,2 and 3,Small,13.27,,,C,Cfb,,,,3.2,0.02,,Forest,,60.4,,10.39,,,,,695.51,,,21.455,,22,6.3,4.4,7.621023553,3,16.5,4.6,10.2859127,5,0.962810748,0.565502979,14,2,4.472135955,5,0.798507696,0.508188461,,,,,,,No,No,Alder vs. Conifer and NDS concentrations,No,No,Nutrient dynamics of alder vs. conifer riparian cover,,
Volk 2008,Yes,Web of Science 1st Searches,Lindner,Washington,Marine West Coast Forests,Outside Olympic Park,,,,,Plastic vial,Glass disc,Glass disc,Vial,Vial,Parallel,5,14,,0.05,NaNO3,0.05,K2HPO4,Random,2002,Summer,July,2 and 3,Small,2.41,,,C,Cfb,,,,9.5,0.01,,Forest,,54.2,,9.55,,,,,287.95,,,24.52,,8,10.9,7,12.12435565,3,20,5,11.18033989,5,0.606969484,0.474923197,29.5,8.3,18.55936421,5,0.995627474,0.491584357,,,,,,,No,No,Alder vs. Conifer and NDS concentrations,No,No,Nutrient dynamics of alder vs. conifer riparian cover,,
Volk 2008,Yes,Web of Science 1st Searches,Alder,Washington,Marine West Coast Forests,Outside Olympic Park,,,,,Plastic vial,Glass disc,Glass disc,Vial,Vial,Parallel,5,14,,0.05,NaNO3,0.05,K2HPO4,Random,2002,Summer,July,2 and 3,Small,13.27,,,C,Cfb,,,,3.2,0.02,,Forest,,60.4,,10.39,,,,,695.51,,,21.455,,22,6.3,4.4,7.621023553,3,20.3,5.2,11.62755348,5,1.170071253,0.553397032,16.8,3.4,7.602631123,5,0.980829253,0.528738347,,,,,,,No,No,Alder vs. Conifer and NDS concentrations,No,No,Nutrient dynamics of alder vs. conifer riparian cover,,
Volk 2008,Yes,Web of Science 1st Searches,Lindner,Washington,Marine West Coast Forests,Outside Olympic Park,,,,,Plastic vial,Glass disc,Glass disc,Vial,Vial,Parallel,5,14,,0.1,NaNO3,0.1,K2HPO4,Random,2002,Summer,July,2 and 3,Small,2.41,,,C,Cfb,,,,9.5,0.01,,Forest,,54.2,,9.55,,,,,287.95,,,24.52,,8,10.9,7,12.12435565,3,26.9,5.9,13.19280107,5,0.903363497,0.460529221,27.9,8.5,19.00657781,5,0.9398639,0.505240607,,,,,,,No,No,Alder vs. Conifer and NDS concentrations,No,No,Nutrient dynamics of alder vs. conifer riparian cover,,
Volk 2008,Yes,Web of Science 1st Searches,Canyon,Washington,Marine West Coast Forests,Outside Olympic Park,,,,,Plastic vial,Glass disc,Glass disc,Vial,Vial,Parallel,5,14,,0.5,NaNO3,0.5,K2HPO4,Random,2002,Summer,July,2 and 3,Small,3.49,,,C,Cfb,,,,5.2,0.03,,Forest,,44.1,,9.45,,,,,407.56,,,27.585,,10,2.3,1.1,1.905255888,3,33,6.7,14.98165545,5,2.663598439,0.269954763,24.7,0.7,1.565247584,5,2.373894121,0.22953662,,,,,,,No,No,Alder vs. Conifer and NDS concentrations,No,No,Nutrient dynamics of alder vs. conifer riparian cover,,
Volk 2008,Yes,Web of Science 1st Searches,Canyon,Washington,Marine West Coast Forests,Outside Olympic Park,,,,,Plastic vial,Glass disc,Glass disc,Vial,Vial,Parallel,5,14,,0.1,NaNO3,0.1,K2HPO4,Random,2002,Summer,July,2 and 3,Small,3.49,,,C,Cfb,,,,5.2,0.03,,Forest,,44.1,,9.45,,,,,407.56,,,27.585,,10,2.3,1.1,1.905255888,3,30.8,6.8,15.20526225,5,2.594605567,0.277476924,23.5,1,2.236067977,5,2.324091298,0.230544233,,,,,,,No,No,Alder vs. Conifer and NDS concentrations,No,No,Nutrient dynamics of alder vs. conifer riparian cover,,
Volk 2008,Yes,Web of Science 1st Searches,West Twin,Washington,Marine West Coast Forests,Google search,,,,,Plastic vial,Glass disc,Glass disc,Vial,Vial,Parallel,5,14,,0.5,NaNO3,0.5,K2HPO4,Random,2002,Summer,July,2 and 3,Small,1.18,,,C,Cfb,,,,13.6,0.01,,Forest,,16.7,,9.14,,,,,283.52,,,15.325,,13,14.9,8.4,14.54922678,3,20.6,7.9,17.66493702,5,0.323929863,0.464892048,15.1,3.5,7.826237921,5,0.013333531,0.371549235,,,,,,,No,No,Alder vs. Conifer and NDS concentrations,No,No,Nutrient dynamics of alder vs. conifer riparian cover,,
Von Schiller 2007,Yes,Web of Science 1st Searches,Gualba Von Schiller,Spain,NA,,,,,,Plastic vial,Filter,Filter,Vial,Vial,,6,18,2,0.5,NaNO3,0.5,NaH2PO4,Block  ,2005,Summer,,NA,,,"Cobbles, Pebbles, Sand",Mixed,C,Cfb,176,,,,0.0056,,Urban,,,Closed,19.2,,156.3,,16.7,369.9,390,,12.7,,72.4,0.9,0.01,0.01,6,0.7,0.01,0.01,6,-0.251314428,0.000054590,1.4,0.1,0.244948974,6,0.441832752,0.005122617,1,0.01,0.01,6,0.105360516,0.00003724,No,No,Inorganic nitrogen form; canopy ,Yes,No,NDS accrual and nitrogen uptake with different forms of N and different light levels among sites,Said 6 or 7 reps so assumed 6 for all; chla given per day so multiplied by # of days,
Von Schiller 2007,Yes,Web of Science 1st Searches,Gualba Von Schiller,Spain,NA,,,,,,Plastic vial,Filter,Filter,Vial,Vial,,6,18,2,0.5,NH4Cl,0.5,NaH2PO4,Block  ,2005,Summer,,NA,,,"Cobbles, Pebbles, Sand",Mixed,C,Cfb,176,,,,0.0056,,Urban,,,Closed,19.2,,156.3,,16.7,369.9,390,,12.7,,72.4,0.9,0.01,0.01,6,0.6,0.01,0.01,6,-0.405465108,0.0000668724,,,,,,,0.6,0.1,0.244948974,6,-0.405465108,0.027798354,No,No,Inorganic nitrogen form; canopy ,Yes,No,NDS accrual and nitrogen uptake with different forms of N and different light levels among sites,Said 6 or 7 reps so assumed 6 for all; chla given per day so multiplied by # of days,
Von Schiller 2007,Yes,Web of Science 1st Searches,Gualba Von Schiller,Spain,NA,,,,,,Plastic vial,Filter,Filter,Vial,Vial,,6,18,2,0.5,NaNO3,0.5,NaH2PO4,Block  ,2005,Summer,,NA,,,"Cobbles, Pebbles, Sand",Mixed,C,Cfb,176,,,,0.0056,,Urban,,,Open,19.2,,156.3,,16.7,369.9,390,,12.7,,72.4,21.1,6.1,14.94188743,6,15.2,4.8,11.75755077,6,-0.327977613,0.183301528,6,3.4,8.328265125,6,-1.257513571,0.404689647,3.7,0.9,2.204540769,6,-1.740940221,0.142745811,No,No,Inorganic nitrogen form; canopy ,Yes,No,NDS accrual and nitrogen uptake with different forms of N and different light levels among sites,Said 6 or 7 reps so assumed 6 for all; chla given per day so multiplied by # of days,
Von Schiller 2007,Yes,Web of Science 1st Searches,Santa Fe,Spain,NA,,,,,,Plastic vial,Filter,Filter,Vial,Vial,,6,33,2,0.5,NaNO3,0.5,NaH2PO4,Block  ,2005,Summer,,NA,,,"Cobbles, Pebbles, Sand",Mixed,C,Cfb,1180,,,,0.0079,,Forest,,,Closed,13.5,,61.6,,8.4,228.6,238.8,,22.9,,23.6,4.6,0.4,0.979795897,6,7.2,2.2,5.388877434,6,0.448024723,0.100925634,4.3,2.4,5.878775383,6,-0.067441281,0.319081177,4.8,1,2.449489743,6,0.042559614,0.050964214,No,No,Inorganic nitrogen form; canopy ,Yes,No,NDS accrual and nitrogen uptake with different forms of N and different light levels among sites,Said 6 or 7 reps so assumed 6 for all; chla given per day so multiplied by # of days,
Von Schiller 2007,Yes,Web of Science 1st Searches,Santa Fe,Spain,NA,,,,,,Plastic vial,Filter,Filter,Vial,Vial,,6,33,2,0.5,NaNO3,0.5,NaH2PO4,Block  ,2005,Summer,,NA,,,"Cobbles, Pebbles, Sand",Mixed,C,Cfb,1180,,,,0.0079,,Forest,,,Open,13.5,,61.6,,8.4,228.6,238.8,,22.9,,23.6,13.2,4.8,11.75755077,6,10.8,2.4,5.878775383,6,-0.200670695,0.181614121,7.9,2.2,5.388877434,6,-0.51335407,0.209783079,3.8,1,2.449489743,6,-1.245215763,0.201483483,No,No,Inorganic nitrogen form; canopy ,Yes,No,NDS accrual and nitrogen uptake with different forms of N and different light levels among sites,Said 6 or 7 reps so assumed 6 for all; chla given per day so multiplied by # of days,
Von Schiller 2007,Yes,Web of Science 1st Searches,Santa Fe,Spain,NA,,,,,,Plastic vial,Filter,Filter,Vial,Vial,,6,33,2,0.5,NH4Cl,0.5,NaH2PO4,Block  ,2005,Summer,,NA,,,"Cobbles, Pebbles, Sand",Mixed,C,Cfb,1180,,,,0.0079,,Forest,,,Closed,13.5,,61.6,,8.4,228.6,238.8,,22.9,,23.6,4.6,0.4,0.979795897,6,3.8,1.2,2.939387691,6,-0.191055237,0.107284428,,,,,,,5.3,1.2,2.939387691,6,0.141650517,0.058825232,No,No,Inorganic nitrogen form; canopy ,Yes,No,NDS accrual and nitrogen uptake with different forms of N and different light levels among sites,Said 6 or 7 reps so assumed 6 for all; chla given per day so multiplied by # of days,
Von Schiller 2007,Yes,Web of Science 1st Searches,Santa Fe  ,Spain,NA,,,,,,Plastic vial,Filter,Filter,Vial,Vial,,6,37,2,0.5,NaNO3,0.5,NaH2PO4,Block  ,2004,Summer,,NA,,,"Cobbles, Pebbles, Sand",Mixed,C,Cfb,1180,,,,0.0184,,Forest,,,Closed,12.1,,59.8,,4.1,133.9,140.3,,16.6,,20.8,14.5,4.2,10.28785692,6,17.9,4.4,10.77775487,6,0.210652063,0.144322702,,,,,,,6.5,1.3,3.184336666,6,-0.802346473,0.123900119,No,No,Inorganic nitrogen form; canopy ,Yes,No,NDS accrual and nitrogen uptake with different forms of N and different light levels among sites,Said 6 or 7 reps so assumed 6 for all; chla given per day so multiplied by # of days,
Von Schiller 2007,Yes,Web of Science 1st Searches,Santa Coloma,Spain,NA,,,,,,Plastic vial,Filter,Filter,Vial,Vial,,6,18,2,0.5,NH4Cl,0.5,NaH2PO4,Block  ,2005,Summer,,NA,,,"Cobbles, Pebbles, Sand",Mixed,C,Cfb,298,,,,0.0232,,Agriculture,,,Closed,19.8,,331,,20.5,791.3,817,,15.4,,123.9,7.3,3.3,8.083316151,6,9.5,4.4,10.77775487,6,0.26341745,0.418868773,,,,,,,3.8,1.4,3.42928564,6,-0.652873281,0.340087609,No,No,Inorganic nitrogen form; canopy ,Yes,No,NDS accrual and nitrogen uptake with different forms of N and different light levels among sites,Said 6 or 7 reps so assumed 6 for all; chla given per day so multiplied by # of days,
Von Schiller 2007,Yes,Web of Science 1st Searches,Gualba Von Schiller,Spain,NA,,,,,,Plastic vial,Filter,Filter,Vial,Vial,,6,64,2,0.5,NH4Cl,0.5,NaH2PO4,Block  ,2004,Summer,,NA,,,"Cobbles, Pebbles, Sand",Mixed,C,Cfb,176,,,,0.0503,,Urban,,,Closed,18.8,,148.2,,9.3,397.6,418.3,,14,,72.7,4.1,0.9,2.204540769,6,3.7,0.4,0.979795897,6,-0.102654154,0.059872967,,,,,,,6.4,1.8,4.409081537,6,0.445311017,0.127287166,No,No,Inorganic nitrogen form; canopy ,Yes,No,NDS accrual and nitrogen uptake with different forms of N and different light levels among sites,Said 6 or 7 reps so assumed 6 for all; chla given per day so multiplied by # of days,
Von Schiller 2007,Yes,Web of Science 1st Searches,Gualba Von Schiller,Spain,NA,,,,,,Plastic vial,Filter,Filter,Vial,Vial,,6,64,2,0.5,NaNO3,0.5,NaH2PO4,Block  ,2004,Summer,,NA,,,"Cobbles, Pebbles, Sand",Mixed,C,Cfb,176,,,,0.0503,,Urban,,,Closed,18.8,,148.2,,9.3,397.6,418.3,,14,,72.7,4.1,0.9,2.204540769,6,6.4,3.2,7.838367177,6,0.445311017,0.298185604,7.3,3.7,9.063112048,6,0.576887374,0.305081832,7.3,1.8,4.409081537,6,0.576887374,0.108985003,No,No,Inorganic nitrogen form; canopy ,Yes,No,NDS accrual and nitrogen uptake with different forms of N and different light levels among sites,Said 6 or 7 reps so assumed 6 for all; chla given per day so multiplied by # of days,
Von Schiller 2007,Yes,Web of Science 1st Searches,Santa Fe,Spain,NA,,,,,,Plastic vial,Filter,Filter,Vial,Vial,,6,37,2,0.5,NH4Cl,0.5,NaH2PO4,Block  ,2004,Summer,,NA,,,"Cobbles, Pebbles, Sand",Mixed,C,Cfb,1180,,,,0.0184,,Forest,,,Closed,12.1,,59.8,,4.1,133.9,140.3,,16.6,,20.8,14.5,4.2,10.28785692,6,18.7,4.4,10.77775487,6,0.254374874,0.139263441,7.3,1,2.449489743,6,-0.686274301,0.102665366,6.8,2.3,5.633826408,6,-0.757226037,0.198303233,No,No,Inorganic nitrogen form; canopy ,Yes,No,NDS accrual and nitrogen uptake with different forms of N and different light levels among sites,Said 6 or 7 reps so assumed 6 for all; chla given per day so multiplied by # of days,
Von Schiller 2007,Yes,Web of Science 1st Searches,Sant Celoni,Spain,NA,,,,,,Plastic vial,Filter,Filter,Vial,Vial,,6,49,2,0.5,NaNO3,0.5,NaH2PO4,Block  ,2004,Summer,,NA,,,"Cobbles, Pebbles, Sand",Mixed,C,Cfb,240,,,,0.0423,,Agriculture,,,Closed,18.2,,103.4,,9.6,533.3,547.8,,38,,36,26.4,3.2,7.838367177,6,25.4,4.1,10.04290795,6,-0.038614836,0.04074793,20.9,5.8,14.20704051,6,-0.233614851,0.091705267,17.4,3.1,7.593418203,6,-0.416893804,0.046433692,No,No,Inorganic nitrogen form; canopy ,Yes,No,NDS accrual and nitrogen uptake with different forms of N and different light levels among sites,Said 6 or 7 reps so assumed 6 for all; chla given per day so multiplied by # of days,
Von Schiller 2007,Yes,Web of Science 1st Searches,Gualba Von Schiller,Spain,NA,,,,,,Plastic vial,Filter,Filter,Vial,Vial,,6,18,2,0.5,NH4Cl,0.5,NaH2PO4,Block  ,2005,Summer,,NA,,,"Cobbles, Pebbles, Sand",Mixed,C,Cfb,176,,,,0.0056,,Urban,,,Open,19.2,,156.3,,16.7,369.9,390,,12.7,,72.4,21.1,6.1,14.94188743,6,12.6,1.3,3.184336666,6,-0.515576227,0.094223535,,,,,,,7.8,3.6,8.818163074,6,-0.995149307,0.296596287,No,No,Inorganic nitrogen form; canopy ,Yes,No,NDS accrual and nitrogen uptake with different forms of N and different light levels among sites,Said 6 or 7 reps so assumed 6 for all; chla given per day so multiplied by # of days,
